,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,UTILMD,,Netzanschluss-Stammdaten,X,Netzanschluss-Stammdaten
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,11A,,Ausgabe 2011 - A,X,Ausgabe 2011 - A
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,5.2e,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Nachrichten-Kopfsegment,,UNH,0068,,,Allgemeine Zuordnungs-Referenz,,
8,Nachrichten-Kopfsegment,,UNH,0070,,,Übermittlungsfolgenummer,,
9,Nachrichten-Kopfsegment,,UNH,0073,C,,Beginn,,Beginn
10,Beginn der Nachricht,,,,,,,Muss,
11,Beginn der Nachricht,,BGM,1001,Z22,,Netzbetreiberwechsel,X,Netzbetreiberwechsel
12,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
13,Nachrichtendatum,,,,,,,Muss,
14,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
15,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931][494],
16,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
17,MP-ID Absender,SG2,,,,,,Muss,
18,MP-ID Absender,SG2,,,,,,Muss,
19,MP-ID Absender,SG2,NAD,,,,,Muss,
20,MP-ID Absender,SG2,NAD,3035,MS,,Dokumenten-/Nachrichtenaussteller,X,Dokumenten-/Nachrichtenaussteller
21,MP-ID Absender,SG2,NAD,3039,,,MP-ID,X,
22,MP-ID Absender,SG2,NAD,3055,9,,GS1,X,GS1
23,Ansprechpartner,SG3,,,,,,Kann,
24,Ansprechpartner,SG3,,,,,,Kann,
25,Ansprechpartner,SG3,CTA,,,,,Muss,
26,Ansprechpartner,SG3,CTA,3139,IC,,Informationskontakt,X,Informationskontakt
27,Ansprechpartner,SG3,CTA,3412,,,Name vom Ansprechpartner,X,
28,Kommunikationsverbindung,SG3,,,,,,,
29,Kommunikationsverbindung,SG3,,,,,,Muss,
30,Kommunikationsverbindung,SG3,COM,,,,,Muss,
31,Kommunikationsverbindung,SG3,COM,3148,,,Nummer / Adresse,X,
32,Kommunikationsverbindung,SG3,COM,3155,EM,,Elektronische Post,X [1P0..1],Elektronische Post
33,MP-ID Empfänger,SG2,,,,,,Muss,
34,MP-ID Empfänger,SG2,,,,,,Muss,
35,MP-ID Empfänger,SG2,NAD,,,,,Muss,
36,MP-ID Empfänger,SG2,NAD,3035,MR,,Nachrichtenempfänger,X,Nachrichtenempfänger
37,MP-ID Empfänger,SG2,NAD,3039,,,MP-ID,X,
38,MP-ID Empfänger,SG2,NAD,3055,9,,GS1,X,GS1
39,Vorgang,SG4,,,,,,Muss ,
40,Vorgang,SG4,,,,,,Muss ,
41,Vorgang,SG4,IDE,,,,,Muss,
42,Vorgang,SG4,IDE,7495,24,,Transaktion,X,Transaktion
43,Vorgang,SG4,IDE,7402,,,Vorgangsnummer,X,
44,Beginn zum,SG4,,,,,,,
45,Beginn zum,SG4,,,,,,,
46,Beginn zum,SG4,DTM,,,,,,
47,Beginn zum,SG4,DTM,2005,92,,Datum Vertragsbeginn,,Datum Vertragsbeginn
48,Beginn zum,SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",,
49,Beginn zum,SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,,CCYYMMDDHHMMZZZ
50,Ende zum,SG4,,,,,,,
51,Ende zum,SG4,,,,,,,
52,Ende zum,SG4,DTM,,,,,,
53,Ende zum,SG4,DTM,2005,93,,Datum Vertragsende,,Datum Vertragsende
54,Ende zum,SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",,
55,Ende zum,SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,,CCYYMMDDHHMMZZZ
56,"Änderung zum, Gültigkeit, Beginndatum",SG4,,,,,,,
57,"Änderung zum, Gültigkeit, Beginndatum",SG4,,,,,,Muss,
58,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,,,,,Muss,
59,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,2005,157,,"Gültigkeit, Beginndatum",X,"Gültigkeit, Beginndatum"
60,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB3],
61,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
62,Bilanzierungsbeginn,SG4,,,,,,,
63,Bilanzierungsbeginn,SG4,,,,,,,
64,Bilanzierungsbeginn,SG4,DTM,,,,,,
65,Bilanzierungsbeginn,SG4,DTM,2005,158,,Bilanzierungsbeginn,,Bilanzierungsbeginn
66,Bilanzierungsbeginn,SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",,
67,Bilanzierungsbeginn,SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,,CCYYMMDDHHMMZZZ
68,Bilanzierungsende,SG4,,,,,,,
69,Bilanzierungsende,SG4,,,,,,,
70,Bilanzierungsende,SG4,DTM,,,,,,
71,Bilanzierungsende,SG4,DTM,2005,159,,Bilanzierungsende,,Bilanzierungsende
72,Bilanzierungsende,SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",,
73,Bilanzierungsende,SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,,CCYYMMDDHHMMZZZ
74,Transaktionsgrund,SG4,,,,,,,
75,Transaktionsgrund,SG4,,,,,,Muss [2061],
76,Transaktionsgrund,SG4,STS,,,,,Muss [2061],
77,Transaktionsgrund,SG4,STS,9015,7,,Transaktionsgrund,X,Transaktionsgrund
78,Transaktionsgrund,SG4,STS,9013,Z15,,Zusätzlicher Datensatz,X,Zusätzlicher Datensatz
79,Status der Antwort,SG4,,,,,,,
80,Status der Antwort,SG4,,,,,,Muss [249],
81,Status der Antwort,SG4,STS,,,,,Muss [249],
82,Status der Antwort,SG4,STS,9015,E01,,Status der Antwort,X,Status der Antwort
83,Status der Antwort,SG4,STS,9013,,,Code des Prüfschritts,X,
84,Status der Antwort,SG4,STS,1131,Codeliste Gas und StromNr. GS_001,,GS_001,X,Codeliste Gas und StromNr. GS_001
85,Bilanzkreiszuordnung zur Marktlokation bzw. Tranche,SG4,,,,,,,
86,Bilanzkreiszuordnung zur Marktlokation bzw. Tranche,SG4,,,,,,,
87,Bilanzkreiszuordnung zur Marktlokation bzw. Tranche,SG4,STS,,,,,,
88,Bilanzkreiszuordnung zur Marktlokation bzw. Tranche,SG4,STS,9015,Z18,,Bilanzkreiszuordnung zurMarktlokation,,Bilanzkreiszuordnung zurMarktlokation
89,Bilanzkreiszuordnung zur Marktlokation bzw. Tranche,SG4,STS,4405,Z13,,gescheitert,,gescheitert
90,Meldepunkt,SG5,,,,,,Muss [2061]∧ [583],
91,Meldepunkt,SG5,,,,,,Muss [2061]∧ [583],
92,Meldepunkt,SG5,LOC,,,,,Muss,
93,Meldepunkt,SG5,LOC,3227,172,,Meldepunkt,X,Meldepunkt
94,Meldepunkt,SG5,LOC,3225,,,Identifikator,X [950],
95,Prüfidentifikator,SG6,,,,,,Muss,
96,Prüfidentifikator,SG6,,,,,,Muss,
97,Prüfidentifikator,SG6,RFF,,,,,Muss,
98,Prüfidentifikator,SG6,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
99,Prüfidentifikator,SG6,RFF,1154,11103,,NBW / Stammdaten zurverbrauchendenMarktlokation,,NBW / Stammdaten zurverbrauchendenMarktlokation
100,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,,,,,,Muss,
101,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,,,,,,Muss,
102,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,,,,,Muss,
103,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,1153,TN,,Transaktions-Referenznummer,X,Transaktions-Referenznummer
104,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,1154,,,Vorgangsnummer,X,
105,Daten der Marktlokation,SG8,,,,,,,
106,Daten der Marktlokation,SG8,,,,,,,
107,Daten der Marktlokation,SG8,SEQ,,,,,,
108,Daten der Marktlokation,SG8,SEQ,1229,Z01,,Daten der Marktlokation,,Daten der Marktlokation
109,Referenz auf die ID der Marktlokation,SG8,,,,,,,
110,Referenz auf die ID der Marktlokation,SG8,,,,,,,
111,Referenz auf die ID der Marktlokation,SG8,RFF,,,,,,
112,Referenz auf die ID der Marktlokation,SG8,RFF,1153,Z18,,Marktlokation,,Marktlokation
113,Referenz auf die ID der Marktlokation,SG8,RFF,1154,,,ID der Marktlokation,,
114,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,,,,,,,
115,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,,,,,,,
116,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,QTY,,,,,,
117,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,QTY,6063,265,,VeranschlagteJahresmenge Gesamt/Jahresverbrauchsprognose für spezifische Arbeitfür,,VeranschlagteJahresmenge Gesamt/Jahresverbrauchsprognose für spezifische Arbeitfür
118,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,QTY,6060,,,Menge,,
119,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,QTY,6411,Z16,,kWh/K (Kilowatt-Stunde/Kelvin),,kWh/K (Kilowatt-Stunde/Kelvin)
120,Veranschlagte Jahresmenge gesamt,SG9,,,,,,,
121,Veranschlagte Jahresmenge gesamt,SG9,,,,,,,
122,Veranschlagte Jahresmenge gesamt,SG9,QTY,,,,,,
123,Veranschlagte Jahresmenge gesamt,SG9,QTY,6063,31,,VeranschlagteJahresmenge Gesamt,,VeranschlagteJahresmenge Gesamt
124,Veranschlagte Jahresmenge gesamt,SG9,QTY,6060,,,Mengenangabe,,
125,Veranschlagte Jahresmenge gesamt,SG9,QTY,6411,KWH,,Kilowattstunde,,Kilowattstunde
126,TUM Kundenwert,SG9,,,,,,,
127,TUM Kundenwert,SG9,,,,,,,
128,TUM Kundenwert,SG9,QTY,,,,,,
129,TUM Kundenwert,SG9,QTY,6063,Y02,,Kundenwert,,Kundenwert
130,TUM Kundenwert,SG9,QTY,6060,,,Mengenangabe,,
131,TUM Kundenwert,SG9,QTY,6411,KWH,,Kilowattstunde,,Kilowattstunde
132,Lieferrichtung,SG10,,,,,,,
133,Lieferrichtung,SG10,,,,,,,
134,Lieferrichtung,SG10,CCI,,,,,,
135,Lieferrichtung,SG10,CCI,7059,Z30,,Lieferrichtung,,Lieferrichtung
136,Lieferrichtung,SG10,CCI,7037,Z07,,Verbrauch,,Verbrauch
137,Zugeordnete Marktpartner,SG10,,,,,,,
138,Zugeordnete Marktpartner,SG10,,,,,,,
139,Zugeordnete Marktpartner,SG10,CCI,,,,,,
