,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,UTILMD,,Netzanschluss-Stammdaten,X,Netzanschluss-Stammdaten
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,11A,,Ausgabe 2011 - A,X,Ausgabe 2011 - A
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,5.2e,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,E01,,Anmeldungen,X,Anmeldungen
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Nachrichtendatum,,,,,,,Muss,
11,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
12,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931][494],
13,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
14,MP-ID Absender,SG2,,,,,,Muss,
15,MP-ID Absender,SG2,,,,,,Muss,
16,MP-ID Absender,SG2,NAD,,,,,Muss,
17,MP-ID Absender,SG2,NAD,3035,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,Dokumenten-/Nachrichtenausstellerbzw. -absender
18,MP-ID Absender,SG2,NAD,3039,,,MP-ID,X,
19,MP-ID Absender,SG2,NAD,3055,9,,GS1,X,GS1
20,Ansprechpartner,SG3,,,,,,Kann,
21,Ansprechpartner,SG3,,,,,,Kann,
22,Ansprechpartner,SG3,CTA,,,,,Muss,
23,Ansprechpartner,SG3,CTA,3139,IC,,Informationskontakt,X,Informationskontakt
24,Ansprechpartner,SG3,CTA,3412,,,Name vom Ansprechpartner,X,
25,Kommunikationsverbindung,SG3,,,,,,,
26,Kommunikationsverbindung,SG3,,,,,,Muss,
27,Kommunikationsverbindung,SG3,COM,,,,,Muss,
28,Kommunikationsverbindung,SG3,COM,3148,,,Nummer / Adresse,X,
29,Kommunikationsverbindung,SG3,COM,3155,EM,,Elektronische Post,X [1P0..1],Elektronische Post
30,MP-ID Empfänger,SG2,,,,,,Muss,
31,MP-ID Empfänger,SG2,,,,,,Muss,
32,MP-ID Empfänger,SG2,NAD,,,,,Muss,
33,MP-ID Empfänger,SG2,NAD,3035,MR,,Nachrichtenempfänger,X,Nachrichtenempfänger
34,MP-ID Empfänger,SG2,NAD,3039,,,MP-ID,X,
35,MP-ID Empfänger,SG2,NAD,3055,9,,GS1,X,GS1
36,Vorgang,SG4,,,,,,Muss,
37,Vorgang,SG4,,,,,,Muss,
38,Vorgang,SG4,IDE,,,,,Muss,
39,Vorgang,SG4,IDE,7495,24,,Transaktion,X,Transaktion
40,Vorgang,SG4,IDE,7402,,,Vorgangsnummer,X,
41,Beginn zum,SG4,,,,,,,
42,Beginn zum,SG4,,,,,,Muss,
43,Beginn zum,SG4,DTM,,,,,Muss,
44,Beginn zum,SG4,DTM,2005,92,,Datum Vertragsbeginn,X,Datum Vertragsbeginn
45,Beginn zum,SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB3],
46,Beginn zum,SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
47,Ende zum,SG4,,,,,,,
48,Ende zum,SG4,,,,,,Muss [10],
49,Ende zum,SG4,DTM,,,,,Muss [10],
50,Ende zum,SG4,DTM,2005,93,,Datum Vertragsende,X,Datum Vertragsende
51,Ende zum,SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB3],
52,Ende zum,SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
53,Bilanzierungsbeginn,SG4,,,,,,,
54,Bilanzierungsbeginn,SG4,,,,,,Muss [18]Soll [28] ∧[29],
55,Bilanzierungsbeginn,SG4,DTM,,,,,Muss [18]Soll [28] ∧[29],
56,Bilanzierungsbeginn,SG4,DTM,2005,158,,Bilanzierungsbeginn,X,Bilanzierungsbeginn
57,Bilanzierungsbeginn,SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB3],
58,Bilanzierungsbeginn,SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
59,Bilanzierungsende,SG4,,,,,,,
60,Bilanzierungsende,SG4,,,,,,Muss [28] ∧[64],
61,Bilanzierungsende,SG4,DTM,,,,,Muss [28] ∧[64],
62,Bilanzierungsende,SG4,DTM,2005,159,,Bilanzierungsende,X,Bilanzierungsende
63,Bilanzierungsende,SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB3],
64,Bilanzierungsende,SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
65,Transaktionsgrund,SG4,,,,,,,
66,Transaktionsgrund,SG4,,,,,,Muss [2061],
67,Transaktionsgrund,SG4,STS,,,,,Muss [2061],
68,Transaktionsgrund,SG4,STS,9015,7,,Transaktionsgrund,X,Transaktionsgrund
69,Transaktionsgrund,SG4,STS,9013,E06,,Ersatzbelieferung,X,Ersatzbelieferung
70,Transaktionsgrundergänzun g für Lieferende bei befristeter Anmeldung,SG4,,,,,,,
71,Transaktionsgrundergänzun g für Lieferende bei befristeter Anmeldung,SG4,,,,,,Soll [37],
72,Transaktionsgrundergänzun g für Lieferende bei befristeter Anmeldung,SG4,STS,,,,,Soll [37],
73,Transaktionsgrundergänzun g für Lieferende bei befristeter Anmeldung,SG4,STS,9015,Z17,,Transaktionsgrundergänzung für befristete,X,Transaktionsgrundergänzung für befristete
74,Transaktionsgrundergänzun g für Lieferende bei befristeter Anmeldung,SG4,STS,9013,E01,,Ein-/Auszug (Umzug),X,Ein-/Auszug (Umzug)
75,Status der Antwort,SG4,,,,,,,
76,Status der Antwort,SG4,,,,,,,
77,Status der Antwort,SG4,STS,,,,,,
78,Status der Antwort,SG4,STS,9015,E01,,Status der Antwort,,Status der Antwort
79,Status der Antwort,SG4,STS,9013,,,Code des Prüfschritts,,
80,Status der Antwort,SG4,STS,1131,G_0013,,Codeliste Gas Nr.G_0013,,Codeliste Gas Nr.G_0013
81,Bemerkung (Feld für allgemeine Hinweise),SG4,,,,,,,
82,Bemerkung (Feld für allgemeine Hinweise),SG4,,,,,,Kann,
83,Bemerkung (Feld für allgemeine Hinweise),SG4,FTX,,,,,Kann,
84,Bemerkung (Feld für allgemeine Hinweise),SG4,FTX,4451,ACB,,ZusätzlicheInformationen (fürallgemeine Hinweise),X,ZusätzlicheInformationen (fürallgemeine Hinweise)
85,Bemerkung (Feld für allgemeine Hinweise),SG4,FTX,4440,,,Text für allgemeine Information,X,
86,Meldepunkt,SG5,,,,,,Muss [527] ,
87,Meldepunkt,SG5,,,,,,Muss [527] ,
88,Meldepunkt,SG5,LOC,,,,,Muss,
89,Meldepunkt,SG5,LOC,3227,172,,Meldepunkt,X,Meldepunkt
90,Meldepunkt,SG5,LOC,3225,,,Identifikator,X [953],
91,Prüfidentifikator,SG6,,,,,,Muss,
92,Prüfidentifikator,SG6,,,,,,Muss,
93,Prüfidentifikator,SG6,RFF,,,,,Muss,
94,Prüfidentifikator,SG6,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
95,Prüfidentifikator,SG6,RFF,1154,11013,,GPKE / GeLi Gas /Anmeldung EoG,X,GPKE / GeLi Gas /Anmeldung EoG
96,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,,,,,,,
97,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,,,,,,,
98,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,,,,,,
99,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,1153,TN,,Transaktions-Referenznummer,,Transaktions-Referenznummer
100,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,1154,,,Vorgangsnummer,,
101,Referenz auf die ID der Marktlokation für Termine der Marktlokation,SG6,,,,,,Muss,
102,Referenz auf die ID der Marktlokation für Termine der Marktlokation,SG6,,,,,,Muss,
103,Referenz auf die ID der Marktlokation für Termine der Marktlokation,SG6,RFF,,,,,Muss [636],
104,Referenz auf die ID der Marktlokation für Termine der Marktlokation,SG6,RFF,1153,Z18,,Marktlokation,X,Marktlokation
105,Referenz auf die ID der Marktlokation für Termine der Marktlokation,SG6,RFF,1154,,,ID der Marktlokation,X [950],
106,Start des Abrechnungsjahrs bei Marktlokationen mit Jahresleistungspreis (Gas),SG6,,,,,,,
107,Start des Abrechnungsjahrs bei Marktlokationen mit Jahresleistungspreis (Gas),SG6,,,,,,Muss [19] ∧[493],
108,Start des Abrechnungsjahrs bei Marktlokationen mit Jahresleistungspreis (Gas),SG6,DTM,,,,,Muss [19] ∧[493],
109,Start des Abrechnungsjahrs bei Marktlokationen mit Jahresleistungspreis (Gas),SG6,DTM,2005,155,,"Rechnungsperiode,Beginndatum",X,"Rechnungsperiode,Beginndatum"
110,Start des Abrechnungsjahrs bei Marktlokationen mit Jahresleistungspreis (Gas),SG6,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB3],
111,Start des Abrechnungsjahrs bei Marktlokationen mit Jahresleistungspreis (Gas),SG6,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
112,Geplante Turnusablesung des MSB (Strom),SG6,,,,,,,
113,Geplante Turnusablesung des MSB (Strom),SG6,,,,,,Muss [21] ∧[492] ∧[234],
114,Geplante Turnusablesung des MSB (Strom),SG6,DTM,,,,,Muss [21] ∧[492] ∧[234],
115,Geplante Turnusablesung des MSB (Strom),SG6,DTM,2005,752,,GeplanteTurnusablesung,X,GeplanteTurnusablesung
116,Geplante Turnusablesung des MSB (Strom),SG6,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X,
117,Geplante Turnusablesung des MSB (Strom),SG6,DTM,2379,104,,MMWW-MMWW,X,MMWW-MMWW
118,Abrechnungsintervall des LF,SG6,,,,,,,
119,Abrechnungsintervall des LF,SG6,,,,,,,
120,Abrechnungsintervall des LF,SG6,DTM,,,,,,
121,Abrechnungsintervall des LF,SG6,DTM,2005,Z20,,Abrechnungsintervall desLF,,Abrechnungsintervall desLF
122,Abrechnungsintervall des LF,SG6,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",,
123,Abrechnungsintervall des LF,SG6,DTM,2379,802,,Monat,,Monat
124,Termin der Netznutzungsabrechnung,SG6,,,,,,,
125,Termin der Netznutzungsabrechnung,SG6,,,,,,Muss,
126,Termin der Netznutzungsabrechnung,SG6,DTM,,,,,Muss,
127,Termin der Netznutzungsabrechnung,SG6,DTM,2005,Z21,,Termin derNetznutzungsabrechnung,X,Termin derNetznutzungsabrechnung
128,Termin der Netznutzungsabrechnung,SG6,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X,
129,Termin der Netznutzungsabrechnung,SG6,DTM,2379,106,,MMDD,X,MMDD
