,Segmentname,Segmentgruppe,Segment,Datenelement,Segment ID,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten- Kopfsegment,,,,,,,,Muss,
1,Nachrichten- Kopfsegment,,UNH,,00001,,,,Muss,
2,Nachrichten- Kopfsegment,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,
3,Nachrichten- Kopfsegment,,UNH,0065,00001,IFTSTA,,MultimodalerStatusbericht,X,
4,Nachrichten- Kopfsegment,,UNH,0052,00001,D,,Entwurfs-Version,X,
5,Nachrichten- Kopfsegment,,UNH,0054,00001,18A,,Ausgabe 2018 - A,X,
6,Nachrichten- Kopfsegment,,UNH,0051,00001,UN,,UN/CEFACT,X,
7,Nachrichten- Kopfsegment,,UNH,0057,00001,2.0f,,VersionsnummerderzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,
8,Beginn der Nachricht,,,,,,,,Muss,
9,Beginn der Nachricht,,BGM,,00002,,,,Muss,
10,Beginn der Nachricht,,BGM,1001,00002,Z09,,WiM Meldung(en),X,
11,Beginn der Nachricht,,BGM,1004,00002,,,Dokumentennummer,X,
12,Dokumentendatum,,,,,,,,Muss,
13,Dokumentendatum,,DTM,,00003,,,,Muss,
14,Dokumentendatum,,DTM,2005,00003,137,,Dokumenten-/Nachrichtendatum/-zeit,X,
15,Dokumentendatum,,DTM,2380,00003,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931][494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt 
[931] Format: ZZZ = +00"
16,Dokumentendatum,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,
17,MP-ID Empfänger,SG1,,,,,,,Muss,
18,MP-ID Empfänger,SG1,,,,,,,Muss,
19,MP-ID Empfänger,SG1,NAD,,00004,,,,Muss,
20,MP-ID Empfänger,SG1,NAD,3035,00004,MR,,Nachrichtenempfänger,X,
