,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,ORDERS,,Bestellung,X,Bestellung
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,09B,,Ausgabe 2009 - B,X,Ausgabe 2009 - B
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,1.3,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,7,,Prozessdatenbericht,X (([6] ∨ [7]) ∧ [27] ∧[492]) ∨ ([6] ∧ [23] ∧[493]) ∨ ([7] ∧ [27] ∧[493]),Prozessdatenbericht
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Nachrichtendatum,,,,,,,Muss,
11,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
12,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],
13,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
14,Produkt-/ Leistungsbeschreibung,,,,,,,Muss [2],
15,Produkt-/ Leistungsbeschreibung,,IMD,7081,Z11,,Lastgangdaten,X [519],Lastgangdaten
16,Prüfidentifikator,SG1,,,,,,Muss,
17,Prüfidentifikator,SG1,,,,,,Muss,
18,Prüfidentifikator,SG1,RFF,,,,,Muss,
19,Prüfidentifikator,SG1,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
20,Prüfidentifikator,SG1,RFF,1154,17102,,Anfrage Werte,X,Anfrage Werte
21,MP-ID Absender,SG2,,,,,,Muss,
22,MP-ID Absender,SG2,,,,,,Muss,
23,MP-ID Absender,SG2,NAD,,,,,Muss,
24,MP-ID Absender,SG2,NAD,3035,Nachrichtenaussteller bzw.-absender,,,MS,Nachrichtenaussteller bzw.-absender
25,MP-ID Absender,SG2,NAD,3039,,,MP-ID,X,
26,MP-ID Absender,SG2,NAD,3055,9,,GS1,X,GS1
27,Ansprechpartner,SG5,,,,,,Kann,
28,Ansprechpartner,SG5,,,,,,Kann,
29,Ansprechpartner,SG5,CTA,,,,,Muss,
30,Ansprechpartner,SG5,CTA,3139,,,,IC,
31,Ansprechpartner,SG5,CTA,3412,,,Kontakt,X,
32,Kommunikationsverbindung,SG5,,,,,,,
33,Kommunikationsverbindung,SG5,,,,,,Muss,
34,Kommunikationsverbindung,SG5,COM,,,,,Muss,
35,Kommunikationsverbindung,SG5,COM,3148,,,"Kommunikationsadresse,",X,
36,Kommunikationsverbindung,SG5,COM,3155,EM,,Elektronische Post,X [1P0..1],Elektronische Post
37,MP-ID Empfänger,SG2,,,,,,Muss,
38,MP-ID Empfänger,SG2,,,,,,Muss,
39,MP-ID Empfänger,SG2,NAD,,,,,Muss,
40,MP-ID Empfänger,SG2,NAD,3035,,,,MR,
41,MP-ID Empfänger,SG2,NAD,3039,,,MP-ID,X,
42,MP-ID Empfänger,SG2,NAD,3055,9,,GS1,X,GS1
43,Meldepunkt,SG2,,,,,,Muss,
44,Meldepunkt,SG2,,,,,,Muss,
45,Meldepunkt,SG2,NAD,,,,,Muss,
46,Meldepunkt,SG2,NAD,3035,,,,DP,
47,Meldepunkt,SG2,,,,,,,
48,Meldepunkt,SG2,,,,,,Muss,
49,Meldepunkt,SG2,LOC,,,,,Muss,
50,Meldepunkt,SG2,LOC,3227,,,,172,
51,Meldepunkt,SG2,LOC,3225,,,Identifikator,X ([950] [521] ∧ ([21] ⊻[24] ⊻ [51] ⊻ ([18] ∧ [493]∧ [6]))) ⊻ ([951] [522] ∧(([6] ⊻ [7]) ∧ ([2] ∧ [18]) ⊻[19])) ⊻ ([950] [523] ∧[492] ∧ [51]),
52,Positionsdaten,SG29,,,,,,Muss [2050],
53,Positionsdaten,SG29,,,,,,Muss [2050],
54,Positionsdaten,SG29,LIN,,,,,Muss,
55,Positionsdaten,SG29,LIN,1082,,,Positionsnummer,X [903],
56,Beginn Zeitraum für Wertanfrage,SG29,,,,,,,
57,Beginn Zeitraum für Wertanfrage,SG29,,,,,,Muss,
58,Beginn Zeitraum für Wertanfrage,SG29,DTM,,,,,Muss,
59,Beginn Zeitraum für Wertanfrage,SG29,DTM,2005,163,,"Verarbeitung,Beginndatum/-zeit",X,"Verarbeitung,Beginndatum/-zeit"
60,Beginn Zeitraum für Wertanfrage,SG29,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931],
61,Beginn Zeitraum für Wertanfrage,SG29,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
62,Ende Zeitraum für Wertanfrage,SG29,,,,,,,
63,Ende Zeitraum für Wertanfrage,SG29,,,,,,Muss,
64,Ende Zeitraum für Wertanfrage,SG29,DTM,,,,,Muss,
65,Ende Zeitraum für Wertanfrage,SG29,DTM,2005,164,,"Verarbeitung,Endedatum/-zeit",X,"Verarbeitung,Endedatum/-zeit"
66,Ende Zeitraum für Wertanfrage,SG29,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931],
67,Ende Zeitraum für Wertanfrage,SG29,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
68,Abschnitts-Kontrollsegment,,,,,,,Muss,
69,Abschnitts-Kontrollsegment,,UNS,0081,und Summenteil,,,S,und Summenteil
70,Nachrichten-Endesegment,,,,,,,Muss,
71,Nachrichten-Endesegment,,UNT,0074,,,Anzahl der Segmente in einerNachricht,X,
72,Nachrichten-Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
