,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,UTILMD,,Netzanschluss-Stammdaten,X,Netzanschluss-Stammdaten
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,11A,,Ausgabe 2011 - A,X,Ausgabe 2011 - A
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,,G1.0a,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,E03,,Änderungsmeldungen,X,Änderungsmeldungen
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Nachrichtendatum,,,,,,,Muss,
11,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
12,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931][494],
13,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
14,MP-ID Absender,SG2,,,,,,Muss,
15,MP-ID Absender,SG2,,,,,,Muss,
16,MP-ID Absender,SG2,NAD,,,,,Muss,
17,MP-ID Absender,SG2,NAD,3035,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,Dokumenten-/Nachrichtenausstellerbzw. -absender
18,MP-ID Absender,SG2,NAD,3039,,,MP-ID,X,
19,MP-ID Absender,SG2,NAD,3055,9,,GS1,X,GS1
20,MP-ID Absender,SG2,NAD,3055,332,,"DE, DVGW Service &Consult GmbH",X,
21,Ansprechpartner,SG3,,,,,,Kann,
22,Ansprechpartner,SG3,,,,,,Kann,
23,Ansprechpartner,SG3,CTA,,,,,Muss,
24,Ansprechpartner,SG3,CTA,3139,IC,,Informationskontakt,X,Informationskontakt
25,Ansprechpartner,SG3,CTA,3412,,,Name vom Ansprechpartner,X,
26,Kommunikationsverbindung,SG3,,,,,,,
27,Kommunikationsverbindung,SG3,,,,,,Muss,
28,Kommunikationsverbindung,SG3,COM,,,,,Muss,
29,Kommunikationsverbindung,SG3,COM,3148,,,Nummer / Adresse,X,
30,Kommunikationsverbindung,SG3,COM,3155,EM,,Elektronische Post,X [1P0..1],Elektronische Post
31,Kommunikationsverbindung,SG3,COM,3155,FX,,Telefax,X [1P0..1],
32,Kommunikationsverbindung,SG3,COM,3155,TE,,Telefon,X [1P0..1],
33,Kommunikationsverbindung,SG3,COM,3155,AJ,,weiteres Telefon,X [1P0..1],
34,Kommunikationsverbindung,SG3,COM,3155,AL,,Handy,X [1P0..1],
35,MP-ID Empfänger,SG2,,,,,,Muss,
36,MP-ID Empfänger,SG2,,,,,,Muss,
37,MP-ID Empfänger,SG2,NAD,,,,,Muss,
38,MP-ID Empfänger,SG2,NAD,3035,MR,,Nachrichtenempfänger,X,Nachrichtenempfänger
39,MP-ID Empfänger,SG2,NAD,3039,,,MP-ID,X,
40,MP-ID Empfänger,SG2,NAD,3055,9,,GS1,X,GS1
41,MP-ID Empfänger,SG2,NAD,3055,332,,"DE, DVGW Service &Consult GmbH",X,
42,Vorgang,SG4,,,,,,Muss,
43,Vorgang,SG4,,,,,,Muss,
44,Vorgang,SG4,IDE,,,,,Muss,
45,Vorgang,SG4,IDE,7495,24,,Transaktion,X,Transaktion
46,Vorgang,SG4,IDE,7402,,,Vorgangsnummer,X,
47,Beginn zum,SG4,,,,,,,
48,Beginn zum,SG4,,,,,,,
49,Beginn zum,SG4,DTM,,,,,,
50,Beginn zum,SG4,DTM,2005,92,,Datum Vertragsbeginn,,Datum Vertragsbeginn
51,Beginn zum,SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",,
52,Beginn zum,SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,,CCYYMMDDHHMMZZZ
53,"Änderung zum, Gültigkeit, Beginndatum",SG4,,,,,,,
54,"Änderung zum, Gültigkeit, Beginndatum",SG4,,,,,,,
55,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,,,,,,
56,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,2005,157,,"Gültigkeit, Beginndatum",,"Gültigkeit, Beginndatum"
57,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",,
58,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,,CCYYMMDDHHMMZZZ
59,Transaktionsgrund,SG4,,,,,,,
60,Transaktionsgrund,SG4,,,,,,Muss [2061],
61,Transaktionsgrund,SG4,STS,,,,,Muss [2061],
62,Transaktionsgrund,SG4,STS,9015,7,,Transaktionsgrund,X,Transaktionsgrund
63,Transaktionsgrund,SG4,STS,9013,ZE8,,Änderung vom MSB mitAbhängigkeiten,X,Änderung vom MSB mitAbhängigkeiten
64,Status der Antwort,SG4,,,,,,,
65,Status der Antwort,SG4,,,,,,Muss [249],
66,Status der Antwort,SG4,STS,,,,,Muss [249],
67,Status der Antwort,SG4,STS,9015,E01,,Status der Antwort,X,Status der Antwort
68,Status der Antwort,SG4,STS,9013,,,Code des Prüfschritts,X,
69,Status der Antwort,SG4,STS,1131,G_0026,,Codeliste Gas Nr.G_0026,X [98],Codeliste Gas Nr.G_0026
70,Status der Antwort,SG4,STS,1131,G_0027,,Codeliste Gas Nr.G_0027,X [5],"[5] Wenn MP-ID in SG2 NAD+MS (Nachrichtenabsender) in der Rolle LF  
[98] Wenn MP-ID in SG2 NAD+MS (Nachrichtenabsender) in der Rolle NB"
71,Meldepunkt,SG5,,,,,,Muss [2061],
72,Meldepunkt,SG5,,,,,,Muss [2061],
73,Meldepunkt,SG5,LOC,,,,,Muss,
74,Meldepunkt,SG5,LOC,3227,172,,Meldepunkt,X,Meldepunkt
75,Meldepunkt,SG5,LOC,3225,,,Identifikator,X [951],
76,Prüfidentifikator,SG6,,,,,,Muss,
77,Prüfidentifikator,SG6,,,,,,Muss,
78,Prüfidentifikator,SG6,RFF,,,,,Muss,
79,Prüfidentifikator,SG6,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
80,Prüfidentifikator,SG6,RFF,1154,44116,,SDÄ Gas / Änderung vomMSB an NB,,SDÄ Gas / Änderung vomMSB an NB
81,Prüfidentifikator,SG6,RFF,1154,44117,,SDÄ Gas / Änderung vomMSB NB an LF,,
82,Prüfidentifikator,SG6,RFF,1154,44119,,SDÄ Gas / Antwort aufÄnderung vom MSB AGan AF,X,
83,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,,,,,,Muss,
84,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,,,,,,Muss,
85,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,,,,,Muss,
86,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,1153,TN,,Transaktions-,X,Transaktions-
87,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,1154,,,Vorgangsnummer,X,
88,Zähleinrichtungsdaten,SG8,,,,,,,
89,Zähleinrichtungsdaten,SG8,,,,,,,
90,Zähleinrichtungsdaten,SG8,SEQ,,,,,,
91,Zähleinrichtungsdaten,SG8,SEQ,1229,Z03,,Zähleinrichtungsdaten,,Zähleinrichtungsdaten
92,Referenz auf die ID einer Messlokation,SG8,,,,,,,
93,Referenz auf die ID einer Messlokation,SG8,,,,,,,
94,Referenz auf die ID einer Messlokation,SG8,RFF,,,,,,
95,Referenz auf die ID einer Messlokation,SG8,RFF,1153,Z19,,Messlokation,,Messlokation
96,Referenz auf die ID einer Messlokation,SG8,RFF,1154,,,ID einer Messlokation,,
97,Zählertyp,SG10,,,,,,,
98,Zählertyp,SG10,,,,,,,
99,Zählertyp,SG10,CCI,,,,,,
100,Zählertyp,SG10,CCI,7037,E13,,Zählertyp,,Zählertyp
101,Zählertyp,SG10,,,,,,,
102,Zählertyp,SG10,,,,,,,
103,Zählertyp,SG10,CAV,,,,,,
104,Zählertyp,SG10,CAV,7111,NMG,,neue MesseinrichtungGas nach MsbG,,neue MesseinrichtungGas nach MsbG
105,Zählertyp,SG10,CAV,7111,DKZ,,Drehkolbengaszähler,,
106,Zählertyp,SG10,CAV,7111,BGZ,,Balgengaszähler,,
107,Zählertyp,SG10,CAV,7111,TRZ,,Turbinenradgaszähler,,
108,Zählertyp,SG10,CAV,7111,UGZ,,Ultraschallgaszähler,,
109,Zählertyp,SG10,CAV,7111,WGZ,,Wirbelgaszähler,,
110,Zählertyp,SG10,CAV,7111,EHZ,,elektronischerHaushaltszähler,,
111,Zählertyp,SG10,CAV,7111,IVA,,Individuelle Abstimmung(Sonderausstattung),,
112,Zählergröße,SG10,,,,,,,
113,Zählergröße,SG10,,,,,,,
114,Zählergröße,SG10,CAV,,,,,,
115,Zählergröße,SG10,CAV,7110,G10,,Gaszähler G10,,Gaszähler G10
116,Zählergröße,SG10,CAV,7110,G100,,Gaszähler G100,,
117,Zählergröße,SG10,CAV,7110,G1000,,Gaszähler G1000,,
118,Zählergröße,SG10,CAV,7110,G10000,,Gaszähler G10000,,
119,Zählergröße,SG10,CAV,7110,G12500,,Gaszähler G12500,,
120,Zählergröße,SG10,CAV,7110,G16,,Gaszähler G16,,
121,Zählergröße,SG10,CAV,7110,G160,,Gaszähler G160,,
122,Zählergröße,SG10,CAV,7110,G1600,,Gaszähler G1600,,
123,Zählergröße,SG10,CAV,7110,G16000G2.5,,Gaszähler G16000Gaszähler G2.5,,
124,Zählergröße,SG10,CAV,7110,G25,,Gaszähler G25,,
125,Zählergröße,SG10,CAV,7110,G250,,Gaszähler G250,,
126,Zählergröße,SG10,CAV,7110,G2500,,Gaszähler G2500,,
127,Zählergröße,SG10,CAV,7110,G350,,Gaszähler G350,,
128,Zählergröße,SG10,CAV,7110,G4,,Gaszähler G4,,
129,Zählergröße,SG10,CAV,7110,G40,,Gaszähler G40,,
130,Zählergröße,SG10,CAV,7110,G400,,Gaszähler G400,,
131,Zählergröße,SG10,CAV,7110,G4000,,Gaszähler G4000,,
132,Zählergröße,SG10,CAV,7110,G6,,Gaszähler G6,,
133,Zählergröße,SG10,CAV,7110,G65,,Gaszähler G65,,
134,Zählergröße,SG10,CAV,7110,G650,,Gaszähler G650,,
135,Zählergröße,SG10,CAV,7110,G6500,,Gaszähler G6500,,
136,Identifikation / Nummer des Gerätes,SG10,,,,,,,
137,Identifikation / Nummer des Gerätes,SG10,,,,,,,
138,Identifikation / Nummer des Gerätes,SG10,CAV,,,,,,
139,Identifikation / Nummer des Gerätes,SG10,CAV,7111,Z30,,Gerätenummer,,Gerätenummer
140,Identifikation / Nummer des Gerätes,SG10,CAV,7110,,,Gerätenummer,,
141,Art der Volumenerfassung,SG10,,,,,,,
142,Art der Volumenerfassung,SG10,,,,,,,
143,Art der Volumenerfassung,SG10,CAV,,,,,,
144,Art der Volumenerfassung,SG10,CAV,7111,ZC0,,Art derVolumenerfassung,,Art derVolumenerfassung
145,Art der Volumenerfassung,SG10,CAV,7110,Z16,,Hochfrequenzsonde,,Hochfrequenzsonde
