,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,UTILMD,,Netzanschluss-Stammdaten,X,Netzanschluss-Stammdaten
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,11A,,Ausgabe 2011 - A,X,Ausgabe 2011 - A
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,,S1.1,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,Z07,,Aktivierung/Deaktivierung vonMaBiS-ZP,X,Aktivierung/Deaktivierung vonMaBiS-ZP
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Nachrichtendatum,,,,,,,Muss,
11,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
12,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],
13,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
14,MP-ID Absender,SG2,,,,,,Muss,
15,MP-ID Absender,SG2,,,,,,Muss,
16,MP-ID Absender,SG2,NAD,,,,,Muss,
17,MP-ID Absender,SG2,NAD,3035,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,Dokumenten-/Nachrichtenausstellerbzw. -absender
18,MP-ID Absender,SG2,NAD,3039,,,MP-ID,X,
19,MP-ID Absender,SG2,NAD,3055,9,,GS1,X,GS1
20,Ansprechpartner,SG3,,,,,,Kann,
21,Ansprechpartner,SG3,,,,,,Kann,
22,Ansprechpartner,SG3,CTA,,,,,Muss,
23,Ansprechpartner,SG3,CTA,3139,IC,,Informationskontakt,X,Informationskontakt
24,Ansprechpartner,SG3,CTA,3412,,,Name vom Ansprechpartner,X,
25,Kommunikationsverbindung,SG3,,,,,,,
26,Kommunikationsverbindung,SG3,,,,,,Muss,
27,Kommunikationsverbindung,SG3,COM,,,,,Muss,
28,Kommunikationsverbindung,SG3,COM,3148,,,Nummer / Adresse,X,
29,Kommunikationsverbindung,SG3,COM,3155,EM,,Elektronische Post,X [1P0..1],Elektronische Post
30,MP-ID Empfänger,SG2,,,,,,Muss,
31,MP-ID Empfänger,SG2,,,,,,Muss,
32,MP-ID Empfänger,SG2,NAD,,,,,Muss,
33,MP-ID Empfänger,SG2,NAD,3035,MR,,Nachrichtenempfänger,X,Nachrichtenempfänger
34,MP-ID Empfänger,SG2,NAD,3039,,,MP-ID,X [280],
35,MP-ID Empfänger,SG2,NAD,3055,9,,GS1,X,GS1
36,Vorgang,SG4,,,,,,Muss,
37,Vorgang,SG4,,,,,,Muss,
38,Vorgang,SG4,IDE,,,,,Muss,
39,Vorgang,SG4,IDE,7495,24,,Transaktion,X,Transaktion
40,Vorgang,SG4,IDE,7402,,,Vorgangsnummer,X,
41,Bilanzierungsbeginn,SG4,,,,,,,
42,Bilanzierungsbeginn,SG4,,,,,,Muss,
43,Bilanzierungsbeginn,SG4,DTM,,,,,Muss,
44,Bilanzierungsbeginn,SG4,DTM,2005,158,,Bilanzierungsbeginn,X,Bilanzierungsbeginn
45,Bilanzierungsbeginn,SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB1],
46,Bilanzierungsbeginn,SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
47,Bilanzierungsende,SG4,,,,,,,
48,Bilanzierungsende,SG4,,,,,,,
49,Bilanzierungsende,SG4,DTM,,,,,,
50,Bilanzierungsende,SG4,DTM,2005,159,,Bilanzierungsende,,Bilanzierungsende
51,Bilanzierungsende,SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",,
52,Bilanzierungsende,SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,,CCYYMMDDHHMMZZZ
53,NEU MaBiS-Zählpunkt,SG5,,,,,,Muss [2061],
54,NEU MaBiS-Zählpunkt,SG5,,,,,,Muss [2061],
55,NEU MaBiS-Zählpunkt,SG5,LOC,,,,,Muss,
56,NEU MaBiS-Zählpunkt,SG5,LOC,3227,Z15,,MaBiS-Zählpunkt,X,MaBiS-Zählpunkt
57,NEU MaBiS-Zählpunkt,SG5,LOC,3225,,,Identifikator,X [951],
58,Prüfidentifikator,SG6,,,,,,Muss,
59,Prüfidentifikator,SG6,,,,,,Muss,
60,Prüfidentifikator,SG6,RFF,,,,,Muss,
61,Prüfidentifikator,SG6,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
62,Prüfidentifikator,SG6,RFF,1154,55197,,Redispatch / AktivierungZP tägliche AAÜZ,X,Redispatch / AktivierungZP tägliche AAÜZ
63,Daten der Überführungszeitreihe,SG8,,,,,,Muss [2061],
64,Daten der Überführungszeitreihe,SG8,,,,,,Muss [2061],
65,Daten der Überführungszeitreihe,SG8,SEQ,,,,,Muss,
66,Daten der Überführungszeitreihe,SG8,SEQ,1229,Z24,,Daten derÜberführungszeitreihe,X,Daten derÜberführungszeitreihe
67,Überführungszeitreihentyp,SG10,,,,,,Muss,
68,Überführungszeitreihentyp,SG10,,,,,,Muss,
69,Überführungszeitreihentyp,SG10,CCI,,,,,Muss,
70,Überführungszeitreihentyp,SG10,CCI,7059,15,,Struktur,X,Struktur
71,Überführungszeitreihentyp,SG10,CCI,7037,Z21,,Summenzeitreihentyp,X,Summenzeitreihentyp
72,Überführungszeitreihentyp,SG10,,,,,,,
73,Überführungszeitreihentyp,SG10,,,,,,Muss,
74,Überführungszeitreihentyp,SG10,CAV,,,,,Muss,
75,Überführungszeitreihentyp,SG10,CAV,7111,,,Code desÜberführungszeitreihentyps,X,
76,Regelzone,SG10,,,,,,Muss,
77,Regelzone,SG10,,,,,,Muss,
78,Regelzone,SG10,CCI,,,,,Muss,
79,Regelzone,SG10,CCI,7059,Z18,,Regelzone,X,Regelzone
80,Regelzone,SG10,CCI,7037,,,Regelzone,X,
81,Bilanzkreis,SG10,,,,,,Muss,
82,Bilanzkreis,SG10,,,,,,Muss,
83,Bilanzkreis,SG10,CCI,,,,,Muss,
84,Bilanzkreis,SG10,CCI,7059,Z19,,Bilanzkreis,X,Bilanzkreis
85,Bilanzkreis,SG10,CCI,7037,,,Bilanzkreis,X [645],
86,Bilanzierungsgebiet,SG10,,,,,,Muss,
87,Bilanzierungsgebiet,SG10,,,,,,Muss,
88,Bilanzierungsgebiet,SG10,CCI,,,,,Muss,
89,Bilanzierungsgebiet,SG10,CCI,7059,Z20,,Bilanzierungsgebiet,X,Bilanzierungsgebiet
90,Bilanzierungsgebiet,SG10,CCI,7037,,,Bilanzierungsgebiet,X,
91,Produkt-Daten der Überführungszeitreihe,SG8,,,,,,Muss,
92,Produkt-Daten der Überführungszeitreihe,SG8,,,,,,Muss,
93,Produkt-Daten der Überführungszeitreihe,SG8,SEQ,,,,,Muss,
94,Produkt-Daten der Überführungszeitreihe,SG8,SEQ,1229,Z25,,Produkt-Daten derÜberführungszeitreihe,X,Produkt-Daten derÜberführungszeitreihe
95,Produktidentifikation der Überführungszeitreihe,SG8,,,,,,,
96,Produktidentifikation der Überführungszeitreihe,SG8,,,,,,Muss,
97,Produktidentifikation der Überführungszeitreihe,SG8,PIA,,,,,Muss,
98,Produktidentifikation der Überführungszeitreihe,SG8,PIA,4347,5,,Produktidentifikation,X,Produktidentifikation
99,Produktidentifikation der Überführungszeitreihe,SG8,PIA,7140,,,Produktidentifikation derÜberführungszeitreihe,X [254],
100,Produktidentifikation der Überführungszeitreihe,SG8,PIA,7143,Z08,,Medium,X,Medium
101,Nachrichten-Endesegment,,,,,,,Muss,
102,Nachrichten-Endesegment,,UNT,0074,,,Anzahl der Segmente in einerNachricht,X,
103,Nachrichten-Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
