,Segmentname,Segmentgruppe,Segment,Datenelement,Segment ID,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,,,,,,,Muss [14],
1,Nachrichten-Kopfsegment,,UNH,,00001,,,,Muss [14],"[12] je UNB ist nur eine Nachricht mit BGM+Z04 in der Übertragungsdatei erlaubt (nur eine Nachricht je Übertragungsdatei) 
[14] je UNB ist maximal je Code aus DE1001 eine Nachricht in der Übertragungsdatei erlaubt"
2,Nachrichten-Kopfsegment,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,
3,Nachrichten-Kopfsegment,,UNH,0065,00001,PRICAT,,Preisliste/Katalog,X,
4,Nachrichten-Kopfsegment,,UNH,0052,00001,D,,Entwurfs-Version,X,
5,Nachrichten-Kopfsegment,,UNH,0054,00001,20B,,Ausgabe 2020 - B,X,
6,Nachrichten-Kopfsegment,,UNH,0051,00001,UN,,UN/CEFACT,X,
7,Nachrichten-Kopfsegment,,UNH,0057,00001,2.0d,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,x,
8,Beginn der Nachricht,,,,,,,,Muss,
9,Beginn der Nachricht,,BGM,,00002,,,,Muss,
10,Beginn der Nachricht,,BGM,1001,00002,Z04,,Ausgleichsenergiepreis,,
11,Beginn der Nachricht,,BGM,1001,,Z32,,Preisblatt,X [30] ⊻ ([36] ∧Messstellenbetrieb,
12,Beginn der Nachricht,,BGM,1001,,Z77,,PreisblattKonfigurationen,X,"[30] wenn MP-ID in SG2 NAD+MR in der Rolle LF 
[33] wenn der Zeitpunkt im DTM+157 DE2380 ≥ 01.01. 2024 00:00 Uhr gesetzlicher deutscher Zeit 
[36] Wenn MP-ID in SG2 NAD+MR in der Rolle NB"
13,Beginn der Nachricht,,BGM,1004,00002,,,Dokumentennummer,X,
14,Beginn der Nachricht,,BGM,1373,00002,11,,Dokument nichtverfügbar,S [35],[35] Wenn das in DE1001 angegebene Preisblatt vom MSB nicht genutzt wird.
15,Betrachtungszeitintervall,,,,,,,,,
16,Betrachtungszeitintervall,,DTM,,00003,,,,,
17,Betrachtungszeitintervall,,DTM,2005,00003,492,,"Bilanzierungsdatum, -zeit, -periode",,
18,Betrachtungszeitintervall,,DTM,2380,00003,,,"Datum oder Uhrzeit oderZeitspanne, Wert",,
19,Betrachtungszeitintervall,,DTM,2379,00003,610,,CCYYMM,,
20,Nachrichtendatum,,,,,,,,Muss,
21,Nachrichtendatum,,DTM,,00004,,,,Muss,
22,Nachrichtendatum,,DTM,2005,00004,137,,Dokumenten-/Nachrichtendatum/-zeit,X,
23,Nachrichtendatum,,DTM,2380,00004,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt 
[931] Format: ZZZ = +00"
24,Nachrichtendatum,,DTM,2379,00004,303,,CCYYMMDDHHMMZZZ,X,
25,Gültigkeitsbeginn,,,,,,,,Muss,
26,Gültigkeitsbeginn,,DTM,,00005,,,,Muss,
27,Gültigkeitsbeginn,,DTM,2005,00005,157,,"Gültigkeit, Beginndatum",X,
28,Gültigkeitsbeginn,,DTM,2380,00005,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB1] ∧ ([43]⊻ [47] ⊻ [44]),"[43] Wenn BGM DE1001 = Z32 und LIN DE7140 im Format n1-n2-n1-n3, dann muss der hier genannte Zeitpunkt ≥ 01.01.2024 00:00 Uhr gesetzlicher deutscher Zeit sein 
[44] Wenn BGM DE1001 = Z77, dann muss der hier genannte Zeitpunkt ≥ 01.10. 2023 00:00 Uhr gesetzlicher deutscher Zeit sein. 
[47] Wenn BGM DE1001 = Z32 und LIN DE7140 im Format n13, dann muss der hier genannte Zeitpunkt < 01.01. 2024 00:00 Uhr gesetzlicher deutscher Zeit sein"
29,Gültigkeitsbeginn,,DTM,2379,00005,303,,CCYYMMDDHHMMZZZ,X,
30,Vorgängerversion,SG1,,,,,,,Soll [1],
31,Vorgängerversion,SG1,,,,,,,Soll [1],[1] Wenn Vorgängerversion vorhanden 
32,Vorgängerversion,SG1,RFF,,00006,,,,Muss,
33,Vorgängerversion,SG1,RFF,1153,00006,ACW,,Referenznummer einervorangegangenenNachricht,X,
34,Vorgängerversion,SG1,RFF,1154,00006,,,"Referenz, Identifikation",X [504],[504] Hinweis: Dokumentennummer der PRICAT
35,Prüfidentifikator,SG1,,,,,,,Muss,
36,Prüfidentifikator,SG1,,,,,,,Muss,
37,Prüfidentifikator,SG1,RFF,,00008,,,,Muss,
38,Prüfidentifikator,SG1,RFF,1153,00008,Z13,,Prüfidentifikator,X,
39,Prüfidentifikator,SG1,RFF,1154,00008,27001,,Übermittlung derAusgleichsenergiepreise,,
40,Prüfidentifikator,SG1,RFF,1154,,27002,,Preisblatt MSB-Leistungen,X,
41,Empfänger-ID,SG2,,,,,,,Muss,
42,Empfänger-ID,SG2,,,,,,,Muss,
43,Empfänger-ID,SG2,NAD,,00009,,,,Muss,
44,Empfänger-ID,SG2,NAD,3035,00009,MR,,Nachrichtenempfänger,X,
45,Empfänger-ID,SG2,NAD,3039,00009,,,"Beteiligter, Identifikation",X [19],[19] Nur MP-ID aus Sparte Strom
46,Empfänger-ID,SG2,NAD,3055,00009,9,,GS1,X,
47,Empfänger-ID,SG2,NAD,3055,,293,,"DE, BDEW(Bundesverband derEnergie- undWasserwirtschaft e.V.)",X,
48,Sender-ID,SG2,,,,,,,Muss,
49,Sender-ID,SG2,,,,,,,Muss,
50,Sender-ID,SG2,NAD,,00010,,,,Muss,
51,Sender-ID,SG2,NAD,3035,00010,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,
52,Sender-ID,SG2,NAD,3039,00010,,,"Beteiligter, Identifikation",X [19],[19] Nur MP-ID aus Sparte Strom
53,Sender-ID,SG2,NAD,3055,00010,9,,GS1,X,
54,Sender-ID,SG2,NAD,3055,,293,,"DE, BDEW(Bundesverband derEnergie- undWasserwirtschaft e.V.)",X,
55,Regelzone,SG2,,,,,,,,
56,Regelzone,SG2,,,,,,,,
57,Regelzone,SG2,LOC,,00011,,,,,
58,Regelzone,SG2,LOC,3227,00011,231,,Regelzone,,
59,Regelzone,SG2,LOC,3225,00011,,,"Ortsangabe, Nummer",,
60,Ansprechpartner,SG4,,,,,,,Kann,
61,Ansprechpartner,SG4,,,,,,,Kann,
62,Ansprechpartner,SG4,CTA,,00012,,,,Muss,
