#,Segmentname_FV2404,Segmentgruppe_FV2404,Segment_FV2404,Datenelement_FV2404,Segment ID_FV2404,Code_FV2404,Beschreibung_FV2404,Bedingungsausdruck_FV2404,Bedingung_FV2404,Änderung,Segmentname_FV2410,Segmentgruppe_FV2410,Segment_FV2410,Datenelement_FV2410,Segment ID_FV2410,Code_FV2410,Beschreibung_FV2410,Bedingungsausdruck_FV2410,Bedingung_FV2410
1,Nachrichten-Kopfsegment,,UNH,,,,,Muss,,,Nachrichten-Kopfsegment,,UNH,,,,,Muss,
2,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,,,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
3,Nachrichten-Kopfsegment,,UNH,0065,,COMDIS,Handelsunstimmigkeit,X,,,Nachrichten-Kopfsegment,,UNH,0065,,COMDIS,Handelsunstimmigkeit,X,
4,Nachrichten-Kopfsegment,,UNH,0052,,D,Entwurfs-Version,X,,,Nachrichten-Kopfsegment,,UNH,0052,,D,Entwurfs-Version,X,
5,Nachrichten-Kopfsegment,,UNH,0054,,17A,Ausgabe 2017 - A,X,,,Nachrichten-Kopfsegment,,UNH,0054,,17A,Ausgabe 2017 - A,X,
6,Nachrichten-Kopfsegment,,UNH,0051,,UN,UN/CEFACT,X,,,Nachrichten-Kopfsegment,,UNH,0051,,UN,UN/CEFACT,X,
7,Nachrichten-Kopfsegment,,UNH,0057,,1.0d,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,,Nachrichten-Kopfsegment,,UNH,0057,,1.0d,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
8,Beginn der Nachricht,,BGM,,,,,Muss,,,Beginn der Nachricht,,BGM,,,,,Muss,
9,Beginn der Nachricht,,BGM,1001,,456,Belastungsanzeige,X,,,Beginn der Nachricht,,BGM,1001,,456,Belastungsanzeige,X,
10,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,,,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
11,Prüfidentifikator,,RFF,,,,,Muss,,,Prüfidentifikator,,RFF,,,,,Muss,
12,Prüfidentifikator,,RFF,1153,,Z13,Prüfidentifikator,X,,,Prüfidentifikator,,RFF,1153,,Z13,Prüfidentifikator,X,
13,Prüfidentifikator,,RFF,1154,,29001,Ablehnung REMADV,X,,,Prüfidentifikator,,RFF,1154,,29001,Ablehnung REMADV,X,
14,Dokumentendatum,,DTM,,,,,Muss,,,Dokumentendatum,,DTM,,,,,Muss,
15,Dokumentendatum,,DTM,2005,,137,Dokumenten-/ Nachrichtendatum/-zeit,X,,,Dokumentendatum,,DTM,2005,,137,Dokumenten-/ Nachrichtendatum/-zeit,X,
16,Dokumentendatum,,DTM,2380,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931],[931] Format: ZZZ = +00,,Dokumentendatum,,DTM,2380,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931],[931] Format: ZZZ = +00
17,Dokumentendatum,,DTM,2379,,303,CCYYMMDDHHMMZZZ,X,,,Dokumentendatum,,DTM,2379,,303,CCYYMMDDHHMMZZZ,X,
18,Währungsangaben,,CUX,,,,,Muss,,,Währungsangaben,,CUX,,,,,Muss,
19,Währungsangaben,,CUX,6347,,2,Referenzwährung,X,,,Währungsangaben,,CUX,6347,,2,Referenzwährung,X,
20,Währungsangaben,,CUX,6345,,EUR,Euro,X,,,Währungsangaben,,CUX,6345,,EUR,Euro,X,
21,Währungsangaben,,CUX,6343,,4,Währung der Rechnung,X,,,Währungsangaben,,CUX,6343,,4,Währung der Rechnung,X,
22,MP-ID Absender,SG1,,,,,,Muss,,,MP-ID Absender,SG1,,,,,,Muss,
