,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,,,,,Muss,
2,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
3,Nachrichten-Kopfsegment,,UNH,0065,PARTIN,,Partnerstammdaten,X,
4,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,
5,Nachrichten-Kopfsegment,,UNH,0054,20B,,Ausgabe 2020 - B,X,
6,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,
7,Nachrichten-Kopfsegment,,UNH,0057,1.0d,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,
8,Beginn der Nachricht,,,,,,,Muss,
9,Beginn der Nachricht,,BGM,,,,,Muss,
10,Beginn der Nachricht,,BGM,1001,10,,Partnerstammdaten,X,
11,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
12,Beginn der Nachricht,,BGM,1373,11,,Dokument nichtverfügbar,S [9],[9] Wenn die Kommunikationsdaten vom Absender nicht mehr aktiv sind.
13,Nachrichtendatum,,,,,,,Muss,
14,Nachrichtendatum,,DTM,,,,,Muss,
15,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,
16,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931][494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.  
[931] Format: ZZZ = +00"
17,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
18,Prüfidentifikator,SG1,,,,,,Muss,
19,Prüfidentifikator,SG1,,,,,,Muss,
20,Prüfidentifikator,SG1,RFF,,,,,Muss,
21,Prüfidentifikator,SG1,RFF,1153,Z13,,Prüfidentifikator,X,
22,Prüfidentifikator,SG1,RFF,1154,37003,,ÜbermittlungKommunikationsdatendes BKV,X,
23,Prüfidentifikator,SG1,RFF,1154,37004,,ÜbermittlungKommunikationsdatendes BIKO,,
24,Prüfidentifikator,SG1,RFF,1154,37005,,ÜbermittlungKommunikationsdatendes ÜNB,,
25,Versionsnummer,SG1,,,,,,Muss,
26,Versionsnummer,SG1,,,,,,Muss,
27,Versionsnummer,SG1,RFF,,,,,Muss,
28,Versionsnummer,SG1,RFF,1153,AGK,,Anwendungsreferenznummer,X,
29,Versionsnummer,SG1,RFF,1056,,,Versionsnummer,X [908][505],"[505] Wenn eine Vorgängerversion (RFF+ACW) angegeben ist, so muss der Wert in diesem DE1056 mindestens um 1 höher sein, als der Wert aus DE1056 der Vorgängerversion (RFF+ACW).  
[908] Format: Mögliche Werte: 1 bis n"
30,Gültig Ab,SG1,,,,,,,
31,Gültig Ab,SG1,,,,,,Soll [4],
32,Gültig Ab,SG1,DTM,,,,,Soll [4],[4] Wenn Vorgängerversion vorhanden
33,Gültig Ab,SG1,DTM,2005,157,,"Gültigkeit, Beginndatum",X,
34,Gültig Ab,SG1,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB1],
35,Gültig Ab,SG1,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
36,Vorgängerversion,SG1,,,,,,Soll [4],
37,Vorgängerversion,SG1,,,,,,Soll [4],[4] Wenn Vorgängerversion vorhanden
38,Vorgängerversion,SG1,RFF,,,,,Muss,
39,Vorgängerversion,SG1,RFF,1153,ACW,,Referenznummer einervorangegangenenNachricht,X,
40,Vorgängerversion,SG1,RFF,1056,,,Versionsnummer,X [908],[908] Format: Mögliche Werte: 1 bis n
41,MP-ID Absender,SG2,,,,,,Muss,
42,MP-ID Absender,SG2,,,,,,Muss,
43,MP-ID Absender,SG2,NAD,,,,,Muss,
44,MP-ID Absender,SG2,NAD,3035,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,
45,MP-ID Absender,SG2,NAD,3039,,,MP-ID,X [1],[1] Nur MP-ID aus Sparte Strom
46,MP-ID Absender,SG2,NAD,3055,9,,GS1,X,
47,MP-ID Absender,SG2,NAD,3055,293,,"DE, BDEW",X,
48,Ansprechpartner,SG3,,,,,,Kann,
49,Ansprechpartner,SG3,,,,,,Kann,
50,Ansprechpartner,SG3,CTA,,,,,Muss,
51,Ansprechpartner,SG3,CTA,3139,IC,,Informationskontakt,X,
52,Ansprechpartner,SG3,CTA,3412,,,Name vom Ansprechpartner,X,
53,Kommunikationsverbindung,SG3,,,,,,,
54,Kommunikationsverbindung,SG3,,,,,,Muss,
55,Kommunikationsverbindung,SG3,COM,,,,,Muss,
56,Kommunikationsverbindung,SG3,COM,3148,,,Nummer / Adresse,X (([939][6])∨ ([940][7]))∧ [502],"[6] wenn im DE3155 im demselben COM der Code EM vorhanden ist  
[7] wenn im DE3155 im demselben COM der Code TE / FX / AJ / AL vorhanden ist  
[502] Hinweis: Es darf nur eine Information im DE3148 übermittelt werden  
[939] Format: Die Zeichenkette muss die Zeichen @ und . enthalten  
[940] Format: Die Zeichenkette muss mit dem Zeichen + beginnen und danach dürfen nur noch Ziffern folgen"
57,Kommunikationsverbindung,SG3,COM,3155,EM,,Elektronische Post,X [1P0..1],
58,Kommunikationsverbindung,SG3,COM,3155,FX,,Telefax,X [1P0..1],
59,Kommunikationsverbindung,SG3,COM,3155,TE,,Telefon,X [1P0..1],
60,Kommunikationsverbindung,SG3,COM,3155,AJ,,weiteres Telefon,X [1P0..1],
61,Kommunikationsverbindung,SG3,COM,3155,AL,,Handy,X [1P0..1],
62,MP-ID Empfänger,SG2,,,,,,Muss,
63,MP-ID Empfänger,SG2,,,,,,Muss,
64,MP-ID Empfänger,SG2,NAD,,,,,Muss,
65,MP-ID Empfänger,SG2,NAD,3035,MR,,Nachrichtenempfänger,X,
66,MP-ID Empfänger,SG2,NAD,3039,,,MP-ID,X [1],[1] Nur MP-ID aus Sparte Strom
67,MP-ID Empfänger,SG2,NAD,3055,9,,GS1,X,
68,MP-ID Empfänger,SG2,NAD,3055,293,,"DE, BDEW",X,
69,Abschnitts-Kontrollsegment,,,,,,,Muss,
70,Abschnitts-Kontrollsegment,,UNS,,,,,Muss,
71,Abschnitts-Kontrollsegment,,UNS,0081,D,,Trennung von Kopf- undPositionsteil,X,
72,Name und Adresse des Unternehmens,SG4,,,,,,Muss [10],
73,Name und Adresse des Unternehmens,SG4,,,,,,Muss [10],[10] Wenn BGM DE1373 = 11 (Dokument nicht verfügbar) nicht vorhanden
74,Name und Adresse des Unternehmens,SG4,NAD,,,,,Muss,
75,Name und Adresse des Unternehmens,SG4,NAD,3035,Z31,,Übertragungsnetzbetreiber,,
76,Name und Adresse des Unternehmens,SG4,NAD,3035,Z34,,Bilanzkoordinator,,
77,Name und Adresse des Unternehmens,SG4,NAD,3035,Z35,,Bilanzkreisverantwortlicher,X,
78,Name und Adresse des Unternehmens,SG4,NAD,3036,,,Name,X [506],"[506] Hinweis: Das Datenelement ist so zu füllen, dass sein Inhalt den Vorgaben des USt.- Gesetzes genügt, so dass der Empfänger diese Daten in einer INVOIC nutzen kann."
79,Name und Adresse des Unternehmens,SG4,NAD,3045,Z02,,Struktur derFirmenbezeichnung,X,
80,Name und Adresse des Unternehmens,SG4,NAD,3042,,,Straße und Hausnummer oderPostfach,X [506],"[506] Hinweis: Das Datenelement ist so zu füllen, dass sein Inhalt den Vorgaben des USt.- Gesetzes genügt, so dass der Empfänger diese Daten in einer INVOIC nutzen kann."
81,Name und Adresse des Unternehmens,SG4,NAD,3164,,,Ort,X [506],"[506] Hinweis: Das Datenelement ist so zu füllen, dass sein Inhalt den Vorgaben des USt.- Gesetzes genügt, so dass der Empfänger diese Daten in einer INVOIC nutzen kann."
82,Name und Adresse des Unternehmens,SG4,NAD,3251,,,Postleitzahl,M [2] ∧[506]S [3] ∧ [506],"[2] Wenn der Code im DE3207 in der ""EDI@Energy Codeliste der europäischen"
83,Name und Adresse des Unternehmens,SG4,NAD,3207,,,"Ländername, Code",X [506],"[506] Hinweis: Das Datenelement ist so zu füllen, dass sein Inhalt den Vorgaben des USt.- Gesetzes genügt, so dass der Empfänger diese Daten in einer INVOIC nutzen kann."
84,Bankverbindung,SG4,,,,,,,
85,Bankverbindung,SG4,,,,,,Muss,
86,Bankverbindung,SG4,FII,,,,,Muss,
87,Bankverbindung,SG4,FII,3035,BK,,Kreditinstitut,X,
88,Bankverbindung,SG4,FII,3194,IBAN,,,X,
89,Bankverbindung,SG4,FII,3192,,,Name des Kontoinhabers,X,
