,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
0,Nutzdaten-Kopfsegment,,,,,,,Muss,
1,Nutzdaten-Kopfsegment,,UNB,0001,UNOC,,UN/ECE-Zeichensatz C,X,UN/ECE-Zeichensatz C
2,Nutzdaten-Kopfsegment,,UNB,0002,3,,Version 3,X,Version 3
3,Nutzdaten-Kopfsegment,,UNB,0004,,,MP-ID Absender,X,
4,Nutzdaten-Kopfsegment,,UNB,0007,14,,GS1,X,GS1
5,Nutzdaten-Kopfsegment,,UNB,0010,,,MP-ID Empfänger,X,
6,Nutzdaten-Kopfsegment,,UNB,0007,14,,GS1,X,GS1
7,Nutzdaten-Kopfsegment,,UNB,0017,,,Datum der Erstellung,X,
8,Nutzdaten-Kopfsegment,,UNB,0019,,,Uhrzeit der Erstellung,X,
9,Nutzdaten-Kopfsegment,,UNB,0020,,,Datenaustauschreferenz,X [918],
10,Nutzdaten-Kopfsegment,,UNB,0026,Zeitraum,,,TL,Zeitraum
11,Nachrichtenkopfsegment,,,,,,,Muss,
12,Nachrichtenkopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
13,Nachrichtenkopfsegment,,UNH,0065,MSCON,,Bericht über den Verbrauch,X,Bericht über den Verbrauch
14,Nachrichtenkopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
15,Nachrichtenkopfsegment,,UNH,0054,04B,,Ausgabe 2004 - B,X,Ausgabe 2004 - B
16,Nachrichtenkopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
17,Nachrichtenkopfsegment,,UNH,0057,2.4b,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
18,Beginn der Nachricht,,,,,,,Muss,
19,Beginn der Nachricht,,BGM,1001,Z21,,Gasbeschaffenheitsdaten,X,Gasbeschaffenheitsdaten
20,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
21,Beginn der Nachricht,,BGM,1225,,,,9,
22,Nachrichtendatum,,,,,,,Muss,
23,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
24,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],
25,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
26,Prüfidentifikator,SG1,,,,,,Muss,
