,Segmentname,Segmentgruppe,Segment,Datenelement,Segment ID,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,UNH,,00001,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,00001,ORDRSP,,Bestellantwort,X,
3,Nachrichten-Kopfsegment,,UNH,0052,00001,D,,Entwurfs-Version,X,
4,Nachrichten-Kopfsegment,,UNH,0054,00001,10A,,Ausgabe 2010 - A,X,
5,Nachrichten-Kopfsegment,,UNH,0051,00001,UN,,UN/CEFACT,X,
6,Nachrichten-Kopfsegment,,UNH,0057,00001,1.3,,VersionsnummerderzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,
7,Beginn der Nachricht,,BGM,,00002,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,00002,Z57,,Übermittlung vonWerten an ESA,X,
9,Beginn der Nachricht,,BGM,1004,00002,,,Dokumentennummer,X,
10,Nachrichtendatum,,DTM,,00003,,,,Muss,
11,Nachrichtendatum,,DTM,2005,00003,137,,Dokumenten-/Nachrichtendatum/-zeit,X,
12,Nachrichtendatum,,DTM,2380,00003,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931][494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt. 
[931] Format: ZZZ = +00"
13,Nachrichtendatum,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,
14,Abonnement,,IMD,,00007,,,,Muss,
15,Abonnement,,IMD,7081,00007,Z01,,Start Abo,X,
16,Abonnement,,IMD,7081,,Z02,,Ende Abo,X,
17,Abonnement,,IMD,7081,,Z03,,ohne Abo,X,
18,Referenz Nachrichtennummer,SG1,,,,,,,Muss,
19,Referenz Nachrichtennummer,SG1,RFF,,00009,,,,Muss,
20,Referenz Nachrichtennummer,SG1,RFF,1153,00009,ON,,Auftragsnummer(Einkauf),X,
21,Referenz Nachrichtennummer,SG1,RFF,1154,00009,,,Referenz,X [529],[529] Hinweis:
22,Referenz einer vorangegangenen Nachricht,SG1,,,,,,,,
23,Referenz einer vorangegangenen Nachricht,SG1,RFF,,00010,,,,,
24,Referenz einer vorangegangenen Nachricht,SG1,RFF,1153,00010,ACW,,ReferenznummereinervorangegangenenNachricht,,
25,Referenz einer vorangegangenen Nachricht,SG1,RFF,1154,00010,,,Referenz einervorangegangenen Nachricht,,[530] Hinweis: Dokumentennummer aus BGM DE1004 der ORDCHG
26,Prüfidentifikator,SG1,,,,,,,Muss,
27,Prüfidentifikator,SG1,RFF,,00012,,,,Muss,
28,Prüfidentifikator,SG1,RFF,1153,00012,Z13,,Prüfidentifikator,X,
29,Prüfidentifikator,SG1,RFF,1154,00012,19011,,Bestätigung derAb-/Bestellung vonWerten für ESA,X,
30,Prüfidentifikator,SG1,RFF,1154,,19012,,Ablehnung derAb-/Bestellung vonWerten für ESA,,
31,Prüfidentifikator,SG1,RFF,1154,,19013,,Bestätigung derStornierung einerBestellung für ESA,,
32,Prüfidentifikator,SG1,RFF,1154,,19014,,Ablehnung derStornierung einerBestellung für ESA,,
33,Einzelheiten zu einer Anpassung/Änderung,SG2,,,,,,,Muss,
34,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,,00013,,,,Muss,
35,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,4465,00013,,,Code des Prüfschritts,X [17],"[17] Der hier angegebene Code des Prüfschritts muss im EBD dem Cluster Zustimmung zugeordnet sein 
[18] Der hier angegebene Code des Prüfschritts muss im EBD dem Cluster Ablehnung zugeordnet sein"
36,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,1082,00013,E_025,,EBD Nr. E_0254,X [22],[21] Wenn IMD++Z01
37,MP-ID Absender,SG3,,,,,,,Muss,
38,MP-ID Absender,SG3,NAD,,00015,,,,Muss,
39,MP-ID Absender,SG3,NAD,3035,00015,MS,,Dokumenten-/Nachrichtenaussteller bzw. -absender,X,
40,MP-ID Absender,SG3,NAD,3039,00015,,,MP-ID,X [30],[30] MP-ID nur aus Sparte Strom
41,MP-ID Absender,SG3,NAD,3055,00015,9,,GS1,X,
42,MP-ID Absender,SG3,NAD,3055,,293,,"DE, BDEW(Bundesverband derEnergie- undWasserwirtschafte.V.)",X,
43,Ansprechpartner,SG6,,,,,,,Kann,
44,Ansprechpartner,SG6,CTA,,00016,,,,Muss,
45,Ansprechpartner,SG6,CTA,3139,00016,IC,,Informationskontakt,X,
46,Ansprechpartner,SG6,CTA,3412,00016,,,Kontakt,X,
47,Kommunikationsverbindu ng,SG6,COM,,00017,,,,Muss,
48,Kommunikationsverbindu ng,SG6,COM,3148,00017,,,"Kommunikationsadresse,Identifikation",X,
49,Kommunikationsverbindu ng,SG6,COM,3155,00017,EM,,Elektronische Post,X [1P0..1],
50,Kommunikationsverbindu ng,SG6,COM,3155,,FX,,Telefax,X [1P0..1],
