,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,ORDRSP,,Bestellantwort,X,
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,
4,Nachrichten-Kopfsegment,,UNH,0054,10A,,Ausgabe 2010 - A,X,
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,
6,Nachrichten-Kopfsegment,,UNH,0057,1.3,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,7,,Prozessdatenbericht,X,
9,Beginn der Nachricht,,BGM,1001,Z14,,Stammdaten der Markt-oder Messlokation,X,
10,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
11,Nachrichtendatum,,,,,,,Muss,
12,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,
13,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt. 
[931] Format: ZZZ = +00"
14,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
15,Abonnement,,,,,,,Muss,
16,Abonnement,,IMD,7081,Z01,,Start Abo,,
17,Abonnement,,IMD,7081,Z02,,Ende Abo,X,
18,Produkt-/ Leistungsbeschreibung,,,,,,,Muss [1],
19,Produkt-/ Leistungsbeschreibung,,IMD,7081,Z11,,Lastgangdaten,X,
20,Produkt-/ Leistungsbeschreibung,,IMD,7081,Z12,,Zählerstände,X,
21,Referenz Nachrichtennummer,SG1,,,,,,Muss,
22,Referenz Nachrichtennummer,SG1,,,,,,Muss,
23,Referenz Nachrichtennummer,SG1,RFF,,,,,Muss,
24,Referenz Nachrichtennummer,SG1,RFF,1153,ON,,Auftragsnummer(Einkauf),X,
25,Referenz Nachrichtennummer,SG1,RFF,1154,,,Referenz Nachrichtennummer,X,
26,Prüfidentifikator,SG1,,,,,,Muss,
27,Prüfidentifikator,SG1,,,,,,Muss,
28,Prüfidentifikator,SG1,RFF,,,,,Muss,
29,Prüfidentifikator,SG1,RFF,1153,Z13,,Prüfidentifikator,X,
30,Prüfidentifikator,SG1,RFF,1154,19301,,Ablehnung Abo,,
31,Prüfidentifikator,SG1,RFF,1154,19302,,Bestätigung Ende Abo,X,
32,Einzelheiten zu einer Anpassung/Änderung,SG2,,,,,,Muss,
33,Einzelheiten zu einer Anpassung/Änderung,SG2,,,,,,Muss,
34,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,,,,,Muss,
35,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,4465,,,Code des Prüfschritts,X,
36,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,1082,Codeliste Strom Nr.S_0092Codeliste Strom Nr.S_0093,,S_0092S_0093,X,
37,MP-ID Absender,SG3,,,,,,Muss,
38,MP-ID Absender,SG3,,,,,,Muss,
39,MP-ID Absender,SG3,NAD,,,,,Muss,
40,MP-ID Absender,SG3,NAD,3035,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,
41,MP-ID Absender,SG3,NAD,3039,,,MP-ID,X [30],[30] MP-ID nur aus Sparte Strom
42,MP-ID Absender,SG3,NAD,3055,9,,GS1,X,
43,MP-ID Absender,SG3,NAD,3055,293,,"DE, BDEW(Bundesverband derEnergie- undWasserwirtschaft e.V.)",X,
44,Ansprechpartner,SG6,,,,,,Muss,
45,Ansprechpartner,SG6,,,,,,Muss,
46,Ansprechpartner,SG6,CTA,,,,,Muss,
47,Ansprechpartner,SG6,CTA,3139,IC,,Informationskontakt,X,
48,Ansprechpartner,SG6,CTA,3412,,,Kontakt,X,
49,Kommunikationsverbindung,SG6,,,,,,,
50,Kommunikationsverbindung,SG6,,,,,,Muss,
51,Kommunikationsverbindung,SG6,COM,,,,,Muss,
52,Kommunikationsverbindung,SG6,COM,3148,,,"Kommunikationsadresse,Identifikation",X (([939] [50]) ∨([940] [51])) ∧[540],"[50] wenn im DE3155 im demselben COM der Code EM vorhanden ist 
[51] wenn im DE3155 im demselben COM der Code TE / FX / AJ / AL vorhanden ist 
[540] Hinweis: Es darf nur eine Information im DE3148 übermittelt werden"
53,Kommunikationsverbindung,SG6,COM,3155,EM,,Elektronische Post,X [1P0..1],
54,Kommunikationsverbindung,SG6,COM,3155,FX,,Telefax,X [1P0..1],
55,Kommunikationsverbindung,SG6,COM,3155,TE,,Telefon,X [1P0..1],
56,Kommunikationsverbindung,SG6,COM,3155,AJ,,weiteres Telefon,X [1P0..1],
57,Kommunikationsverbindung,SG6,COM,3155,AL,,Handy,X [1P0..1],
58,MP-ID Empfänger,SG3,,,,,,Muss,
59,MP-ID Empfänger,SG3,,,,,,Muss,
60,MP-ID Empfänger,SG3,NAD,,,,,Muss,
61,MP-ID Empfänger,SG3,NAD,3035,MR,,Nachrichtenempfänger,X,
62,MP-ID Empfänger,SG3,NAD,3039,,,MP-ID,X [30],[30] MP-ID nur aus Sparte Strom
63,MP-ID Empfänger,SG3,NAD,3055,9,,GS1,X,
64,MP-ID Empfänger,SG3,NAD,3055,293,,"DE, BDEW(Bundesverband derEnergie- undWasserwirtschaft e.V.)",X,
65,Abschnitts-Kontrollsegment,,,,,,,Muss,
66,Abschnitts-Kontrollsegment,,UNS,0081,S,,Trennung von Positions-und Summenteil,X,
67,Nachrichten-Endesegment,,,,,,,Muss,
68,Nachrichten-Endesegment,,UNT,0074,,,Anzahl der Segmente in einerNachricht,X,
69,Nachrichten-Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
