Segmentname_FV2210,Segmentgruppe_FV2210,Segment_FV2210,Datenelement_FV2210,Segment ID_FV2210,Code_FV2210,Qualifier_FV2210,Beschreibung_FV2210,Bedingungsausdruck_FV2210,Bedingung_FV2210,Unnamed: 0_FV2210,Änderung,changed_entries,Segmentname_FV2304,Segmentgruppe_FV2304,Segment_FV2304,Datenelement_FV2304,Segment ID_FV2304,Code_FV2304,Qualifier_FV2304,Beschreibung_FV2304,Bedingungsausdruck_FV2304,Bedingung_FV2304,Unnamed: 0_FV2304
Nachrichten-Kopfsegment,,UNH,,,,,,Muss,,0,,,Nachrichten-Kopfsegment,,UNH,,,,,,Muss,,0
Nachrichten-Kopfsegment,,UNH,0062,,,,Nachrichten-Referenznummer,X,,1,,,Nachrichten-Kopfsegment,,UNH,0062,,,,Nachrichten-Referenznummer,X,,1
Nachrichten-Kopfsegment,,UNH,0065,,ORDRSP,,Bestellantwort,X,,2,,,Nachrichten-Kopfsegment,,UNH,0065,,ORDRSP,,Bestellantwort,X,,2
Nachrichten-Kopfsegment,,UNH,0052,,D,,Entwurfs-Version,X,,3,,,Nachrichten-Kopfsegment,,UNH,0052,,D,,Entwurfs-Version,X,,3
Nachrichten-Kopfsegment,,UNH,0054,,10A,,Ausgabe 2010 - A,X,,4,,,Nachrichten-Kopfsegment,,UNH,0054,,10A,,Ausgabe 2010 - A,X,,4
Nachrichten-Kopfsegment,,UNH,0051,,UN,,UN/CEFACT,X,,5,,,Nachrichten-Kopfsegment,,UNH,0051,,UN,,UN/CEFACT,X,,5
Nachrichten-Kopfsegment,,UNH,0057,,1.2a,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,6,ÄNDERUNG,Code_FV2210|Code_FV2304,Nachrichten-Kopfsegment,,UNH,0057,,1.2b,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,6
Beginn der Nachricht,,BGM,,,,,,Muss,,7,,,Beginn der Nachricht,,BGM,,,,,,Muss,,7
Beginn der Nachricht,,BGM,1001,,Z13,,Gerätewechselabsicht,X,,8,,,Beginn der Nachricht,,BGM,1001,,Z13,,Gerätewechselabsicht,X,,8
Beginn der Nachricht,,BGM,1004,,,,Dokumentennummer,X,,9,,,Beginn der Nachricht,,BGM,1004,,,,Dokumentennummer,X,,9
Nachrichtendatum,,DTM,,,,,,Muss,,10,,,Nachrichtendatum,,DTM,,,,,,Muss,,10
Nachrichtendatum,,DTM,2005,,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,,11,,,Nachrichtendatum,,DTM,2005,,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,,11
Nachrichtendatum,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00",12,,,Nachrichtendatum,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00",12
Nachrichtendatum,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,,13,,,Nachrichtendatum,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,,13
Referenz Nachrichtennummer,SG1,,,,,,,Muss,,14,,,Referenz Nachrichtennummer,SG1,,,,,,,Muss,,14
Referenz Nachrichtennummer,SG1,RFF,,,,,,Muss,,15,,,Referenz Nachrichtennummer,SG1,RFF,,,,,,Muss,,15
Referenz Nachrichtennummer,SG1,RFF,1153,,ON,,Auftragsnummer (Einkauf),X,,16,,,Referenz Nachrichtennummer,SG1,RFF,1153,,ON,,Auftragsnummer (Einkauf),X,,16
Referenz Nachrichtennummer,SG1,RFF,1154,,,,Referenz Nachrichtennummer,X [535],"[535] Hinweis: Wert aus BGM+Z13 DE1004 der ORDERS, mit der die Ankündigung Gerätewechselabsicht erfolgt ist.",17,,,Referenz Nachrichtennummer,SG1,RFF,1154,,,,Referenz Nachrichtennummer,X [535],"[535] Hinweis: Wert aus BGM+Z13 DE1004 der ORDERS, mit der die Ankündigung Gerätewechselabsicht erfolgt ist.",17
Prüfidentifikator,SG1,,,,,,,Muss,,18,,,Prüfidentifikator,SG1,,,,,,,Muss,,18
Prüfidentifikator,SG1,RFF,,,,,,Muss,,19,,,Prüfidentifikator,SG1,RFF,,,,,,Muss,,19
Prüfidentifikator,SG1,RFF,1153,,Z13,,Prüfidentifikator,X,,20,,,Prüfidentifikator,SG1,RFF,1153,,Z13,,Prüfidentifikator,X,,20
Prüfidentifikator,SG1,RFF,1154,,19016,,Ablehnung Gerätewechselabsicht,X,,21,,,Prüfidentifikator,SG1,RFF,1154,,19016,,Ablehnung Gerätewechselabsicht,X,,21
Einzelheiten zu einer Anpassung/Änderung,SG2,,,,,,,Muss,,22,,,Einzelheiten zu einer Anpassung/Änderung,SG2,,,,,,,Muss,,22
Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,,,,,,Muss,,23,,,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,,,,,,Muss,,23
Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,4465,,,,Code des Prüfschritts,X [39],"[38] Möglicher Wert: ZB4 oder ZB5
[39] Möglicher Wert: E17 oder Z07",24,,,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,4465,,,,Code des Prüfschritts,X [39],"[38] Möglicher Wert: ZB4 oder ZB5
[39] Möglicher Wert: E17 oder Z07",24
Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,1082,,G_0059,,Codeliste Gas Nr. G_0059,X [493],,25,,,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,1082,,G_0059,,Codeliste Gas Nr. G_0059,X [493],,25
Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,1082,,G_0060 S_0065 S_0066,,Codeliste Gas Nr. G_0060 Codeliste Strom Nr. S_0065 Codeliste Strom Nr. S_0066,X [493] X [492] X [492],"[492] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus Sparte Strom
[493] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus Sparte Gas",26,,,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,1082,,G_0060 S_0065 S_0066,,Codeliste Gas Nr. G_0060 Codeliste Strom Nr. S_0065 Codeliste Strom Nr. S_0066,X [493] X [492] X [492],"[492] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus Sparte Strom
[493] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus Sparte Gas",26
MP-ID Absender,SG3,,,,,,,Muss,,27,,,MP-ID Absender,SG3,,,,,,,Muss,,27
MP-ID Absender,SG3,NAD,,,,,,Muss,,28,,,MP-ID Absender,SG3,NAD,,,,,,Muss,,28
