Segmentname_FV2210,Segmentgruppe_FV2210,Segment_FV2210,Datenelement_FV2210,Segment ID_FV2210,Code_FV2210,Qualifier_FV2210,Beschreibung_FV2210,Bedingungsausdruck_FV2210,Bedingung_FV2210,Unnamed: 0_FV2210,Änderung,changed_entries,Segmentname_FV2304,Segmentgruppe_FV2304,Segment_FV2304,Datenelement_FV2304,Segment ID_FV2304,Code_FV2304,Qualifier_FV2304,Beschreibung_FV2304,Bedingungsausdruck_FV2304,Bedingung_FV2304,Unnamed: 0_FV2304
Nachrichten-Kopfsegment,,UNH,,,,,,Muss,,0,,,Nachrichten-Kopfsegment,,UNH,,,,,,Muss,,0
Nachrichten-Kopfsegment,,UNH,0062,,,,Nachrichten-Referenznummer,X,,1,,,Nachrichten-Kopfsegment,,UNH,0062,,,,Nachrichten-Referenznummer,X,,1
Nachrichten-Kopfsegment,,UNH,0065,,UTILMD,,Netzanschluss- Stammdaten,X,,2,,,Nachrichten-Kopfsegment,,UNH,0065,,UTILMD,,Netzanschluss- Stammdaten,X,,2
Nachrichten-Kopfsegment,,UNH,0052,,D,,Entwurfs-Version,X,,3,,,Nachrichten-Kopfsegment,,UNH,0052,,D,,Entwurfs-Version,X,,3
Nachrichten-Kopfsegment,,UNH,0054,,11A,,Ausgabe 2011 - A,X,,4,,,Nachrichten-Kopfsegment,,UNH,0054,,11A,,Ausgabe 2011 - A,X,,4
Nachrichten-Kopfsegment,,UNH,0051,,UN,,UN/CEFACT,X,,5,,,Nachrichten-Kopfsegment,,UNH,0051,,UN,,UN/CEFACT,X,,5
Nachrichten-Kopfsegment,,UNH,0057,,5.2e,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,6,,,Nachrichten-Kopfsegment,,UNH,0057,,5.2e,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,6
Beginn der Nachricht,,BGM,,,,,,Muss,,7,,,Beginn der Nachricht,,BGM,,,,,,Muss,,7
Beginn der Nachricht,,BGM,1001,,E03,,Änderungsmeldungen,X,,8,,,Beginn der Nachricht,,BGM,1001,,E03,,Änderungsmeldungen,X,,8
Beginn der Nachricht,,BGM,1004,,,,Dokumentennummer,X,,9,,,Beginn der Nachricht,,BGM,1004,,,,Dokumentennummer,X,,9
Nachrichtendatum,,DTM,,,,,,Muss,,10,,,Nachrichtendatum,,DTM,,,,,,Muss,,10
Nachrichtendatum,,DTM,2005,,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,,11,,,Nachrichtendatum,,DTM,2005,,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,,11
Nachrichtendatum,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt
[931] Format: ZZZ = +00",12,,,Nachrichtendatum,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt
[931] Format: ZZZ = +00",12
Nachrichtendatum,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,,13,,,Nachrichtendatum,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,,13
MP-ID Absender,SG2,,,,,,,Muss,,14,,,MP-ID Absender,SG2,,,,,,,Muss,,14
MP-ID Absender,SG2,NAD,,,,,,Muss,,15,,,MP-ID Absender,SG2,NAD,,,,,,Muss,,15
MP-ID Absender,SG2,NAD,3035,,MS,,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,,16,,,MP-ID Absender,SG2,NAD,3035,,MS,,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,,16
MP-ID Absender,SG2,NAD,3039,,,,MP-ID,X [280],[280] Nur MP-ID aus Sparte Strom,17,,,MP-ID Absender,SG2,NAD,3039,,,,MP-ID,X [280],[280] Nur MP-ID aus Sparte Strom,17
MP-ID Absender,SG2,NAD,3055,,9,,GS1,X,,18,,,MP-ID Absender,SG2,NAD,3055,,9,,GS1,X,,18
Ansprechpartner,SG3,,,,,,,Kann,,19,,,Ansprechpartner,SG3,,,,,,,Kann,,19
Ansprechpartner,SG3,CTA,,,,,,Muss,,20,,,Ansprechpartner,SG3,CTA,,,,,,Muss,,20
Ansprechpartner,SG3,CTA,3139,,IC,,Informationskontakt,X,,21,,,Ansprechpartner,SG3,CTA,3139,,IC,,Informationskontakt,X,,21
Ansprechpartner,SG3,CTA,3412,,,,Name vom Ansprechpartner,X,,22,,,Ansprechpartner,SG3,CTA,3412,,,,Name vom Ansprechpartner,X,,22
Kommunikationsverbindung,SG3,COM,,,,,,Muss,,23,,,Kommunikationsverbindung,SG3,COM,,,,,,Muss,,23
Kommunikationsverbindung,SG3,COM,3148,,,,Nummer / Adresse,X,,24,,,Kommunikationsverbindung,SG3,COM,3148,,,,Nummer / Adresse,X,,24
Kommunikationsverbindung,SG3,COM,3155,,EM,,Elektronische Post,X [1P0..1],,25,,,Kommunikationsverbindung,SG3,COM,3155,,EM,,Elektronische Post,X [1P0..1],,25
Kommunikationsverbindung,SG3,COM,3155,,FX,,Telefax,X [1P0..1],,26,,,Kommunikationsverbindung,SG3,COM,3155,,FX,,Telefax,X [1P0..1],,26
Kommunikationsverbindung,SG3,COM,3155,,TE,,Telefon,X [1P0..1],,27,,,Kommunikationsverbindung,SG3,COM,3155,,TE,,Telefon,X [1P0..1],,27
Kommunikationsverbindung,SG3,COM,3155,,AJ,,weiteres Telefon,X [1P0..1],,28,,,Kommunikationsverbindung,SG3,COM,3155,,AJ,,weiteres Telefon,X [1P0..1],,28
Kommunikationsverbindung,SG3,COM,3155,,AL,,Handy,X [1P0..1],,29,,,Kommunikationsverbindung,SG3,COM,3155,,AL,,Handy,X [1P0..1],,29
MP-ID Empfänger,SG2,,,,,,,Muss,,30,,,MP-ID Empfänger,SG2,,,,,,,Muss,,30
MP-ID Empfänger,SG2,NAD,,,,,,Muss,,31,,,MP-ID Empfänger,SG2,NAD,,,,,,Muss,,31
MP-ID Empfänger,SG2,NAD,3035,,MR,,Nachrichtenempfänger,X,,32,,,MP-ID Empfänger,SG2,NAD,3035,,MR,,Nachrichtenempfänger,X,,32
MP-ID Empfänger,SG2,NAD,3039,,,,MP-ID,X [280],[280] Nur MP-ID aus Sparte Strom,33,,,MP-ID Empfänger,SG2,NAD,3039,,,,MP-ID,X [280],[280] Nur MP-ID aus Sparte Strom,33
MP-ID Empfänger,SG2,NAD,3055,,9,,GS1,X,,34,,,MP-ID Empfänger,SG2,NAD,3055,,9,,GS1,X,,34
