,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichtenanfang,,,,,,,Muss,
1,Nachrichtenanfang,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichtenanfang,,UNH,0065,INVOIC,,Rechnung,X,
3,Nachrichtenanfang,,UNH,0052,D,,Entwurfs-Version,X,
4,Nachrichtenanfang,,UNH,0054,06A,,Ausgabe 2006 - A,X,
5,Nachrichtenanfang,,UNH,0051,UN,,UN/CEFACT,X,
6,Nachrichtenanfang,,UNH,0057,2.8,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,
7,Rechnungsnummer,,,,,,,Muss,
8,Rechnungsnummer,,BGM,1001,457,,Storno einer Belastung.,X,
9,Rechnungsnummer,,BGM,1001,Z25,,Storno für selbstausgestellte Rechnung(Gutschrift imGutschriftsverfahren),X,
10,Rechnungsnummer,,BGM,1004,,,Dokumentennummer,X,
11,Rechnungsnummer,,BGM,1225,,,,79,
12,Nachrichtendatum,,,,,,,Muss,
13,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,
14,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931],[931] Format: ZZZ = +00
15,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
16,Bearbeitungs-/ Verarbeitungsdatum,,,,,,,Muss,
17,Bearbeitungs-/ Verarbeitungsdatum,,DTM,2005,9,,Bearbeitungs-/Verarbeitungsdatum/-zeit,X,
18,Bearbeitungs-/ Verarbeitungsdatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931],[931] Format: ZZZ = +00
19,Bearbeitungs-/ Verarbeitungsdatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
20,Abrechnungszeitraum Beginn,,,,,,,Muss [18] ∧ [44] ∧ [49]Soll [19] ∧ [1],
21,Abrechnungszeitraum Beginn,,DTM,2005,155,,"Rechnungsperiode,Beginndatum",X,
22,Abrechnungszeitraum Beginn,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB3],
23,Abrechnungszeitraum Beginn,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
24,Abrechnungszeitraum Ende,,,,,,,Muss [18] ∧ [44] ∧ [49]Soll [19] ∧ [1],
25,Abrechnungszeitraum Ende,,DTM,2005,156,,"Rechnungsperiode,Endedatum",X,
26,Abrechnungszeitraum Ende,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB3],
27,Abrechnungszeitraum Ende,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
28,vorläufiger Abrechnungszeitraum Beginn,,,,,,,Muss [55],
29,vorläufiger Abrechnungszeitraum Beginn,,DTM,2005,Z42,,vorläufigerAbrechnungszeitraumBeginn,X,
30,vorläufiger Abrechnungszeitraum Beginn,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB3],
31,vorläufiger Abrechnungszeitraum Beginn,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
32,vorläufiger Abrechnungszeitraum Ende,,,,,,,Muss [55],
33,vorläufiger Abrechnungszeitraum Ende,,DTM,2005,Z43,,vorläufigerAbrechnungszeitraum Ende,X,
34,vorläufiger Abrechnungszeitraum Ende,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB3],
35,vorläufiger Abrechnungszeitraum Ende,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
36,Ausführungsdatum,,,,,,,Muss [47]Soll [19] ∧ [1],
37,Ausführungsdatum,,DTM,2005,203,,Ausführungsdatum/-zeit,X,
38,Ausführungsdatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X ([931][60]) ⊻ [61],"[60] Wenn DTM+203 DE2379 in demselben Segment mit Wert 303 vorhanden 
[61] Wenn DTM+203 DE2379 in demselben Segment mit Wert 102 vorhanden 
[931] Format: ZZZ = +00"
39,Ausführungsdatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X [19],
40,Ausführungsdatum,,DTM,2379,102,,CCYYMMDD,X [47],"[19] Wenn IMD++WIM vorhanden 
[47] Wenn IMD++Z43 vorhanden"
41,Rechnungstyp,,,,,,,Muss,
42,Rechnungstyp,,IMD,7081,ABR,,Abschlussrechnung,X,
43,Rechnungstyp,,IMD,7081,ABS,,Abschlagsrechnung,X,
44,Rechnungstyp,,IMD,7081,JVR,,Turnusrechnung,X,"[52] Wenn MP-ID in SG2 NAD+MR aus Sparte Gas 
[57] Wenn DTM+156"
45,Meldeinformationen,,,,,,,Soll [4] ,
46,Meldeinformationen,,FTX,4451,,,,REG,
47,Meldeinformationen,,FTX,4441,RCH,,Reverse Charge gemäß§13b UStG /Steuerschuldnerschaft desLeistungsempfängers,X,
48,Prüfidentifikator,SG1,,,,,,Muss,
49,Prüfidentifikator,SG1,,,,,,Muss,
50,Prüfidentifikator,SG1,RFF,,,,,Muss,
51,Prüfidentifikator,SG1,RFF,1153,Z13,,Prüfidentifikator,X,
52,Prüfidentifikator,SG1,RFF,1154,31004,,Stornorechnung,X,
53,Referenz auf Ursprungsrechnungsnumm er,SG1,,,,,,Muss,
54,Referenz auf Ursprungsrechnungsnumm er,SG1,,,,,,Muss,
55,Referenz auf Ursprungsrechnungsnumm er,SG1,RFF,,,,,Muss,
56,Referenz auf Ursprungsrechnungsnumm er,SG1,RFF,1153,OI,,Ursprungsrechnungsnummer,X [515],[515] Hinweis: BGM DE1004 aus Original-INVOIC-Nachricht
57,Referenz auf Ursprungsrechnungsnumm er,SG1,RFF,1154,,,"Referenz, Identifikation",X,
58,Referenzdatum,SG1,,,,,,,
59,Referenzdatum,SG1,,,,,,Muss,
60,Referenzdatum,SG1,DTM,,,,,Muss,
61,Referenzdatum,SG1,DTM,2005,171,,Referenzdatum/-zeit,X,
62,Referenzdatum,SG1,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931],[931] Format: ZZZ = +00
63,Referenzdatum,SG1,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
64,Name und Anschrift des Nachrichtensenders,SG2,,,,,,Muss,
65,Name und Anschrift des Nachrichtensenders,SG2,,,,,,Muss,
66,Name und Anschrift des Nachrichtensenders,SG2,NAD,,,,,Muss,
67,Name und Anschrift des Nachrichtensenders,SG2,NAD,3035,Nachrichtenaussteller bzw.-absender,,,MS,
68,Name und Anschrift des Nachrichtensenders,SG2,NAD,3039,,,MP-ID,X,
69,Name und Anschrift des Nachrichtensenders,SG2,NAD,3055,9,,GS1,X,
70,Name und Anschrift des Nachrichtensenders,SG2,NAD,3055,293,,"DE, BDEW (Bundesverband",X,
71,Name und Anschrift des Nachrichtensenders,SG2,NAD,3036,,,Beteiligter,X,
72,Name und Anschrift des Nachrichtensenders,SG2,NAD,3045,Z01,,Struktur vonPersonennamen,X,
73,Name und Anschrift des Nachrichtensenders,SG2,NAD,3045,Z02,,Struktur derFirmenbezeichnung,X,
74,Name und Anschrift des Nachrichtensenders,SG2,NAD,3042,,,Straße und Hausnummer oderPostfach,S [7],[7] Sofern keine Großkundenpostleitzahl verwendet wird
75,Name und Anschrift des Nachrichtensenders,SG2,NAD,3164,,,Ort,M,
76,Name und Anschrift des Nachrichtensenders,SG2,NAD,3251,,,"Postleitzahl, Code",X,
77,Name und Anschrift des Nachrichtensenders,SG2,NAD,3207,,,"Ländername, Code",X,
78,"Steuernummer, Umsatzsteuer-ID",SG3,,,,,,Muss,
79,"Steuernummer, Umsatzsteuer-ID",SG3,,,,,,Muss,
80,"Steuernummer, Umsatzsteuer-ID",SG3,RFF,,,,,Muss,
81,"Steuernummer, Umsatzsteuer-ID",SG3,RFF,1153,VA,,Umsatzsteueridentifikationsnummer,X,
82,"Steuernummer, Umsatzsteuer-ID",SG3,RFF,1153,FC,,Steuernummer,X [6],[6] Wenn SG2 NAD+MR DE3207 = „DE“
83,"Steuernummer, Umsatzsteuer-ID",SG3,RFF,1154,,,"Referenz, Identifikation",X,
84,Ansprechpartner,SG5,,,,,,Kann,
85,Ansprechpartner,SG5,,,,,,Kann,
86,Ansprechpartner,SG5,CTA,,,,,Muss,
87,Ansprechpartner,SG5,CTA,3139,,,,IC,
88,Ansprechpartner,SG5,CTA,3412,,,Kontakt,X,
89,Kommunikationsverbindung,SG5,,,,,,,
90,Kommunikationsverbindung,SG5,,,,,,Muss,
91,Kommunikationsverbindung,SG5,COM,,,,,Muss,
