,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,IFTSTA,,Multimodaler Statusbericht,X,Multimodaler Statusbericht
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,18A,,Ausgabe 2018 - A,X,Ausgabe 2018 - A
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,2.0d,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,Z09,,WiM Meldung(en),X,WiM Meldung(en)
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Dokumentendatum,,,,,,,Muss,
11,Dokumentendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
12,Dokumentendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],
13,Dokumentendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
14,MP-ID Empfänger,SG1,,,,,,Muss,
15,MP-ID Empfänger,SG1,,,,,,Muss,
16,MP-ID Empfänger,SG1,NAD,,,,,Muss,
17,MP-ID Empfänger,SG1,NAD,3035,,,,MR,
18,MP-ID Empfänger,SG1,NAD,3039,,,MP-ID,X [27],
19,MP-ID Empfänger,SG1,NAD,3055,9,,GS1,X,GS1
20,MP-ID Absender,SG1,,,,,,Muss,
21,MP-ID Absender,SG1,,,,,,Muss,
22,MP-ID Absender,SG1,NAD,,,,,Muss,
23,MP-ID Absender,SG1,NAD,3035,Nachrichtenaussteller bzw.-absender,,,MS,Nachrichtenaussteller bzw.-absender
24,MP-ID Absender,SG1,NAD,3039,,,MP-ID,X [27],
25,MP-ID Absender,SG1,NAD,3055,9,,GS1,X,GS1
26,Ansprechpartner,SG2,,,,,,Kann,
27,Ansprechpartner,SG2,,,,,,Kann,
28,Ansprechpartner,SG2,CTA,,,,,Muss,
29,Ansprechpartner,SG2,CTA,3139,,,,IC,
30,Ansprechpartner,SG2,CTA,3412,,,Kontakt,X,
31,Kommunikationsverbindung,SG2,,,,,,,
32,Kommunikationsverbindung,SG2,,,,,,Muss,
33,Kommunikationsverbindung,SG2,COM,,,,,Muss,
34,Kommunikationsverbindung,SG2,COM,3148,,,Nummer / E-Mail Adresse,X,
35,Kommunikationsverbindung,SG2,COM,3155,EM,,E-Mail,X [1P0..1],E-Mail
36,Sendungsdaten,SG14,,,,,,Muss,
37,Sendungsdaten,SG14,,,,,,Muss,
38,Sendungsdaten,SG14,CNI,,,,,Muss,
39,Sendungsdaten,SG14,CNI,1490,,,Vorgangsnummer,X [911],
40,Bestellung,SG15,,,,,,Muss,
41,Bestellung,SG15,,,,,,Muss,
42,Bestellung,SG15,STS,,,,,Muss,
43,Bestellung,SG15,STS,9015,Z21,,Bestellung,X,Bestellung
44,Bestellung,SG15,STS,4405,105,,beendet,X,beendet
45,Prüfidentifikator,SG15,,,,,,,
46,Prüfidentifikator,SG15,,,,,,Muss,
47,Prüfidentifikator,SG15,RFF,,,,,Muss,
48,Prüfidentifikator,SG15,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
49,Prüfidentifikator,SG15,RFF,1154,21042,,WiM / Umsetzungsstatusder Bestellung,X,WiM / Umsetzungsstatusder Bestellung
50,Referenz auf die Bestellung,SG15,,,,,,,
51,Referenz auf die Bestellung,SG15,,,,,,Muss,
52,Referenz auf die Bestellung,SG15,RFF,,,,,Muss,
53,Referenz auf die Bestellung,SG15,RFF,1153,AGI,,Beantragungsnummer,X,Beantragungsnummer
54,Referenz auf die Bestellung,SG15,RFF,1154,,,"Referenz, Identifikation",X [519],
55,Datum/Uhrzeit/Zeitspanne,SG15,,,,,,,
56,Datum/Uhrzeit/Zeitspanne,SG15,,,,,,Muss,
57,Datum/Uhrzeit/Zeitspanne,SG15,DTM,,,,,Muss,
58,Datum/Uhrzeit/Zeitspanne,SG15,DTM,2005,93,,Datum Vertragsende,X,Datum Vertragsende
59,Datum/Uhrzeit/Zeitspanne,SG15,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB1],
60,Datum/Uhrzeit/Zeitspanne,SG15,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
61,Nachrichten-Endesegment,,,,,,,Muss,
62,Nachrichten-Endesegment,,UNT,0074,,,Anzahl der Segmente in einerNachricht,X,
63,Nachrichten-Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
