,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,REQOTE,,Anfrage,X,Anfrage
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,10A,,Ausgabe 2010 - A,X,Ausgabe 2010 - A
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,1.3,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,Z74,,Bestellung eines Angebotseiner Konfiguration,X [36],Bestellung eines Angebotseiner Konfiguration
9,Beginn der Nachricht,,BGM,1001,Z82,,Bestellung eines Angebotseiner Konfiguration durchden LF,X [35],"[35] Wenn MP-ID in SG11 NAD+MS mit Rolle LF vorhanden 
[36] Wenn MP-ID in SG11 NAD+MS mit Rolle NB vorhanden"
10,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
11,Nachrichtendatum,,,,,,,Muss,
12,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
13,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],
14,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
15,Datum zum geplanten Leistungsbeginn,,,,,,,Muss [16],
16,Datum zum geplanten Leistungsbeginn,,DTM,2005,76,,"Lieferdatum/-zeit, geplant",X,"Lieferdatum/-zeit, geplant"
17,Datum zum geplanten Leistungsbeginn,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB1],
18,Datum zum geplanten Leistungsbeginn,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
19,Grund des Angebots,,,,,,,Muss,
20,Grund des Angebots,,IMD,7081,Z55,,Änderung Konfiguration,X,Änderung Konfiguration
21,Grund des Angebots,,IMD,7081,Z64,,Neukonfiguration,X,
22,Prüfidentifikator,SG1,,,,,,Muss,
23,Prüfidentifikator,SG1,,,,,,Muss,
24,Prüfidentifikator,SG1,RFF,,,,,,
25,Prüfidentifikator,SG1,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
26,Prüfidentifikator,SG1,RFF,1154,35004,,Anfrage einer Konfiguration,X,Anfrage einer Konfiguration
27,Referenznummer des Vorgangs der Anmeldung nach WiM,SG1,,,,,,Muss [15],
28,Referenznummer des Vorgangs der Anmeldung nach WiM,SG1,,,,,,Muss [15],
29,Referenznummer des Vorgangs der Anmeldung nach WiM,SG1,RFF,,,,,Muss,
30,Referenznummer des Vorgangs der Anmeldung nach WiM,SG1,RFF,1153,Z41,,Referenznummer desVorgangs der Anmeldungnach WiM,X,Referenznummer desVorgangs der Anmeldungnach WiM
31,Referenznummer des Vorgangs der Anmeldung nach WiM,SG1,RFF,1154,,,"Referenz, Identifikation",X [507],
32,Referenznummer der Nachricht der betroffenen Antwort auf Bestellung ,SG1,,,,,,Muss [18],
33,Referenznummer der Nachricht der betroffenen Antwort auf Bestellung ,SG1,,,,,,Muss [18],
34,Referenznummer der Nachricht der betroffenen Antwort auf Bestellung ,SG1,RFF,,,,,Muss,
35,Referenznummer der Nachricht der betroffenen Antwort auf Bestellung ,SG1,RFF,1153,Z42,,Referenznummer derNachricht der betroffenenAntwort auf Bestellung(Bestellbestätigung),X,Referenznummer derNachricht der betroffenenAntwort auf Bestellung(Bestellbestätigung)
36,Referenznummer der Nachricht der betroffenen Antwort auf Bestellung ,SG1,RFF,1154,,,"Referenz, Identifikation",X [508],
37,Referenznummer des Vorgangs der betroffenen Antwort auf Bestellung,SG1,,,,,,Muss [18],
38,Referenznummer des Vorgangs der betroffenen Antwort auf Bestellung,SG1,,,,,,Muss [18],
39,Referenznummer des Vorgangs der betroffenen Antwort auf Bestellung,SG1,RFF,,,,,Muss,
40,Referenznummer des Vorgangs der betroffenen Antwort auf Bestellung,SG1,RFF,1153,Z43,,Referenznummer desVorgangs der betroffenenAntwort auf Bestellung(Bestellbestätigung),X,Referenznummer desVorgangs der betroffenenAntwort auf Bestellung(Bestellbestätigung)
41,Referenznummer des Vorgangs der betroffenen Antwort auf Bestellung,SG1,RFF,1154,,,"Referenz, Identifikation",X [509],
42,MP-ID des NB des Vorgangs der Anmeldung nach WiM,SG11,,,,,,Muss [17],
43,MP-ID des NB des Vorgangs der Anmeldung nach WiM,SG11,,,,,,Muss [17],
44,MP-ID des NB des Vorgangs der Anmeldung nach WiM,SG11,NAD,,,,,Muss,
45,MP-ID des NB des Vorgangs der Anmeldung nach WiM,SG11,NAD,3035,,,,DDM,
46,MP-ID des NB des Vorgangs der Anmeldung nach WiM,SG11,NAD,3039,,,"Beteiligter, Identifikation",X [10],
47,MP-ID des NB des Vorgangs der Anmeldung nach WiM,SG11,NAD,3055,9,,GS1,X,GS1
48,MP-ID des NB des Vorgangs der Anmeldung nach WiM,SG11,NAD,3055,293,,"DE, BDEW (Bundesverbandder Energie- undWasserwirtschaft e.V.)",X,
49,MP-ID Absender,SG11,,,,,,Muss,
50,MP-ID Absender,SG11,,,,,,Muss,
51,MP-ID Absender,SG11,NAD,,,,,Muss,
52,MP-ID Absender,SG11,NAD,3035,Nachrichtenaussteller bzw.-absender,,,MS,Nachrichtenaussteller bzw.-absender
53,MP-ID Absender,SG11,NAD,3039,,,MP-ID,X [10],
54,MP-ID Absender,SG11,NAD,3055,9,,GS1,X,GS1
55,MP-ID Absender,SG11,NAD,3055,293,,"DE, BDEW (Bundesverbandder Energie- undWasserwirtschaft e.V.)",X,
56,Ansprechpartner,SG14,,,,,,Muss,
57,Ansprechpartner,SG14,,,,,,Muss,
58,Ansprechpartner,SG14,CTA,,,,,Muss,
59,Ansprechpartner,SG14,CTA,3139,,,,IC,
60,Ansprechpartner,SG14,CTA,3412,,,Kontakt,X,
61,Kommunikationsverbindung,SG14,,,,,,,
62,Kommunikationsverbindung,SG14,,,,,,Muss,
63,Kommunikationsverbindung,SG14,COM,,,,,Muss,
64,Kommunikationsverbindung,SG14,COM,3148,,,"Kommunikationsadresse,Identifikation",X,
65,Kommunikationsverbindung,SG14,COM,3155,EM,,Elektronische Post,X [1P0..1],Elektronische Post
66,Kommunikationsverbindung,SG14,COM,3155,FX,,Telefax,X [1P0..1],
67,Kommunikationsverbindung,SG14,COM,3155,TE,,Telefon,X [1P0..1],
68,Kommunikationsverbindung,SG14,COM,3155,AJ,,weiteres Telefon,X [1P0..1],
69,Kommunikationsverbindung,SG14,COM,3155,AL,,Handy,X [1P0..1],
70,MP-ID Empfänger,SG11,,,,,,Muss,
71,MP-ID Empfänger,SG11,,,,,,Muss,
72,MP-ID Empfänger,SG11,NAD,,,,,Muss,
73,MP-ID Empfänger,SG11,NAD,3035,,,,MR,
74,MP-ID Empfänger,SG11,NAD,3039,,,MP-ID,X [10],
75,MP-ID Empfänger,SG11,NAD,3055,9,,GS1,X,GS1
76,MP-ID Empfänger,SG11,NAD,3055,293,,"DE, BDEW (Bundesverbandder Energie- undWasserwirtschaft e.V.)",X,
77,"Liefer-, bzw. Bezugsort",SG11,,,,,,Muss,
78,"Liefer-, bzw. Bezugsort",SG11,,,,,,Muss,
79,"Liefer-, bzw. Bezugsort",SG11,NAD,,,,,Muss,
80,"Liefer-, bzw. Bezugsort",SG11,NAD,3035,,,,DP,
81,Meldepunkt,SG11,,,,,,,
82,Meldepunkt,SG11,,,,,,Muss,
83,Meldepunkt,SG11,LOC,,,,,Muss,
84,Meldepunkt,SG11,LOC,3227,,,,172,
85,Meldepunkt,SG11,LOC,3225,,,Identifikator,X ([950] [502] ∧ ([20] ∨[22])) ⊻ ([951] [503] ∧([22] ∨ [23])) ⊻ ([960],
86,Erforderliches Produkt Schaltzeitdefinitionen,SG27,,,,,,Soll [24] ∧ [2060] ∧ [28],
87,Erforderliches Produkt Schaltzeitdefinitionen,SG27,,,,,,Soll [24] ∧ [2060] ∧ [28],
88,Erforderliches Produkt Schaltzeitdefinitionen,SG27,LIN,,,,,Muss,
89,Erforderliches Produkt Schaltzeitdefinitionen,SG27,LIN,1082,,,Positionsnummer,X [903],
90,Erforderliches Produkt Schaltzeitdefinitionen,SG27,LIN,1229,Schaltzeitdefinitionen,,,Z64,Schaltzeitdefinitionen
91,Erforderliches Produkt Schaltzeitdefinitionen,SG27,,,,,,,
92,Erforderliches Produkt Schaltzeitdefinitionen,SG27,,,,,,Muss,
93,Erforderliches Produkt Schaltzeitdefinitionen,SG27,PIA,,,,,Muss,
94,Erforderliches Produkt Schaltzeitdefinitionen,SG27,PIA,4347,,,,5,
95,Erforderliches Produkt Schaltzeitdefinitionen,SG27,PIA,7140,,,Produkt-Code,X [29],
96,Erforderliches Produkt Schaltzeitdefinitionen,SG27,PIA,7143,Z12,,Konfigurationsprodukt,X,Konfigurationsprodukt
97,Zugeordnete Schaltzeitdefinition,SG28,,,,,,Muss,
98,Zugeordnete Schaltzeitdefinition,SG28,,,,,,Muss,
99,Zugeordnete Schaltzeitdefinition,SG28,CCI,,,,,Muss,
100,Zugeordnete Schaltzeitdefinition,SG28,CCI,7059,Schaltzeitdefinition,,,Z52,Schaltzeitdefinition
101,Zugeordnete Schaltzeitdefinition,SG28,CCI,7037,,,"Merkmal, Code",X,
102,Erforderliches Produkt Leistungskurvendefinitione n,SG27,,,,,,Soll [24] ∧ [2061] ∧ ([25]⊻ [27] ⊻ [28]) ,
103,Erforderliches Produkt Leistungskurvendefinitione n,SG27,,,,,,Soll [24] ∧ [2061] ∧ ([25]⊻ [27] ⊻ [28]) ,
104,Erforderliches Produkt Leistungskurvendefinitione n,SG27,LIN,,,,,Muss,
105,Erforderliches Produkt Leistungskurvendefinitione n,SG27,LIN,1082,,,Positionsnummer,X [903],
106,Erforderliches Produkt Leistungskurvendefinitione n,SG27,LIN,1229,Leistungskurvendefinitionen,,,Z65,Leistungskurvendefinitionen
107,Erforderliches Produkt Leistungskurvendefinitione n,SG27,,,,,,,
108,Erforderliches Produkt Leistungskurvendefinitione n,SG27,,,,,,Muss,
109,Erforderliches Produkt Leistungskurvendefinitione n,SG27,PIA,,,,,Muss,
110,Erforderliches Produkt Leistungskurvendefinitione n,SG27,PIA,4347,,,,5,
111,Erforderliches Produkt Leistungskurvendefinitione n,SG27,PIA,7140,,,Produkt-Code,X [30],
112,Erforderliches Produkt Leistungskurvendefinitione n,SG27,PIA,7143,Z12,,Konfigurationsprodukt,X,Konfigurationsprodukt
113,Zugeordnete Leistungskurvendefinitione n,SG28,,,,,,Muss,
114,Zugeordnete Leistungskurvendefinitione n,SG28,,,,,,Muss,
115,Zugeordnete Leistungskurvendefinitione n,SG28,CCI,,,,,Muss,
116,Zugeordnete Leistungskurvendefinitione n,SG28,CCI,7059,,,,Z53,
117,Zugeordnete Leistungskurvendefinitione n,SG28,CCI,7037,,,"Merkmal, Code",X,
118,Erforderliches Produkt Ad- hoc-Steuerkanal,SG27,,,,,,Soll [24] ∧ [2062] ∧ ([27]⊻ [28]),
