,Segmentname,Segmentgruppe,Segment,Datenelement,Segment ID,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,UNH,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,,COMDIS,,Handelsunstimmigkeit,X,
3,Nachrichten-Kopfsegment,,UNH,0052,,D,,Entwurfs-Version,X,
4,Nachrichten-Kopfsegment,,UNH,0054,,17A,,Ausgabe 2017 - A,X,
5,Nachrichten-Kopfsegment,,UNH,0051,,UN,,UN/CEFACT,X,
6,Nachrichten-Kopfsegment,,UNH,0057,,1.0c,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
7,Beginn der Nachricht,,BGM,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,,456,,Belastungsanzeige,X,
9,Beginn der Nachricht,,BGM,1004,,,,Dokumentennummer,X,
10,Prüfidentifikator,,RFF,,,,,,Muss,
11,Prüfidentifikator,,RFF,1153,,Z13,,Prüfidentifikator,X,
12,Prüfidentifikator,,RFF,1154,,29001,,Ablehnung REMADV,X,
13,Dokumentendatum,,DTM,,,,,,Muss,
14,Dokumentendatum,,DTM,2005,,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,
15,Dokumentendatum,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931],[931] Format: ZZZ = +00
16,Dokumentendatum,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,
17,Währungsangaben,,CUX,,,,,,Muss,
18,Währungsangaben,,CUX,6347,,2,,Referenzwährung,X,
19,Währungsangaben,,CUX,6345,,EUR,,Euro,X,
20,Währungsangaben,,CUX,6343,,4,,Währung der Rechnung,X,
21,MP-ID Absender,SG1,,,,,,,Muss,
22,MP-ID Absender,SG1,NAD,,,,,,Muss,
23,MP-ID Absender,SG1,NAD,3035,,MS,,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,
24,MP-ID Absender,SG1,NAD,3039,,,,MP-ID,X,[3] Nur MP-ID aus Sparte Strom
25,MP-ID Absender,SG1,NAD,3055,,9,,GS1,X,
26,MP-ID Absender,SG1,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
27,MP-ID Absender,SG1,NAD,3055,,332,,"DE, DVGW Service & Consult GmbH",X,
28,Ansprechpartner,SG1,CTA,,,,,,Muss,
29,Ansprechpartner,SG1,CTA,3139,,IC,,Informationsstelle,X,
30,Ansprechpartner,SG1,CTA,3412,,,,Abteilung oder Bearbeiter,X,
31,Kommunikationsverbindung,SG1,COM,,,,,,Muss,
32,Kommunikationsverbindung,SG1,COM,3148,,,,"Kommunikationsadresse, Identifikation",X,
33,Kommunikationsverbindung,SG1,COM,3155,,EM,,E-Mail,X [1P0..1],
34,Kommunikationsverbindung,SG1,COM,3155,,FX,,Telefax,X [1P0..1],
35,Kommunikationsverbindung,SG1,COM,3155,,TE,,Telefon,X [1P0..1],
36,Kommunikationsverbindung,SG1,COM,3155,,AJ,,weiteres Telefon,X [1P0..1],
37,Kommunikationsverbindung,SG1,COM,3155,,AL,,Handy,X [1P0..1],
38,MP-ID Empfänger,SG1,,,,,,,Muss,
39,MP-ID Empfänger,SG1,NAD,,,,,,Muss,
40,MP-ID Empfänger,SG1,NAD,3035,,MR,,Nachrichtenempfänger,X,
41,MP-ID Empfänger,SG1,NAD,3039,,,,MP-ID,X,[3] Nur MP-ID aus Sparte Strom
42,MP-ID Empfänger,SG1,NAD,3055,,9,,GS1,X,
43,MP-ID Empfänger,SG1,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
44,MP-ID Empfänger,SG1,NAD,3055,,332,,"DE, DVGW Service & Consult GmbH",X,
45,Dokument-/Nachricht- Einzelheiten,SG2,,,,,,,Muss,
46,Dokument-/Nachricht- Einzelheiten,SG2,DOC,,,,,,Muss,
47,Dokument-/Nachricht- Einzelheiten,SG2,DOC,1001,,380,,Handelsrechnung,X,
48,Dokument-/Nachricht- Einzelheiten,SG2,DOC,1004,,,,Dokumentennummer,X [505],"[505] Hinweis: BGM DE1004 aus der vorher per REMADV abgelehnten INVOIC-Nachricht
[506] Hinweis: BGM DE1004 aus der vorher per IFTSTA abgelehnten MSCONS- Nachricht"
49,angeforderter Betrag,SG2,MOA,,,,,,Muss,
50,angeforderter Betrag,SG2,MOA,5025,,9,,Fälliger Betrag (inkl. USt.),X,
51,angeforderter Betrag,SG2,MOA,5004,,,,Geldbetrag,X [930],[930] Format: max. 2 Nachkommastellen
52,Begründung der Korrektheit,SG3,,,,,,,Muss,
53,Begründung der Korrektheit,SG3,AJT,,,,,,Muss,
54,Begründung der Korrektheit,SG3,AJT,4465,,,,"Anpassungsgrund, Code",X,
55,Begründung der Korrektheit,SG3,AJT,1082,,Codeliste Strom Nr. S_0108 Codeliste Strom Nr. S_0109,,Positionsnummer S_0108 S_0109,X [492] ∧ [27] ∧ [25],
56,Begründung der Korrektheit,SG3,AJT,1082,,E_0504,,EBD Nr. E_0504,X [492] ∧ [27] ∧ [25],
57,Begründung der Korrektheit,SG3,AJT,1082,,E_0265,,EBD Nr. E_0265,X [492] ∧ [23] ∧ [24],
58,Begründung der Korrektheit,SG3,AJT,1082,,E_0516,,EBD Nr. E_0516,X [492] ∧ [23] ∧ [26],
59,Begründung der Korrektheit,SG3,AJT,1082,,E_0520,,EBD Nr. E_0520,X [492] ∧ [23] ∧ [25],
