,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,ORDRSP,,Bestellantwort,X,Bestellantwort
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,10A,,Ausgabe 2010 - A,X,Ausgabe 2010 - A
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,1.3,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,Z10,,Geräteübernahme,X,Geräteübernahme
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Nachrichtendatum,,,,,,,Muss,
11,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
12,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],
13,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
14,Ausführungsdatum,,,,,,,Muss,
15,Ausführungsdatum,,DTM,2005,203,,Ausführungsdatum/-zeit,X,Ausführungsdatum/-zeit
16,Ausführungsdatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB3],
17,Ausführungsdatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
18,Produkt-/ Leistungsbeschreibung,,,,,,,Muss,
19,Produkt-/ Leistungsbeschreibung,,IMD,7081,Z07,,Kauf,X,Kauf
20,Referenz Nachrichtennummer,SG1,,,,,,Muss,
21,Referenz Nachrichtennummer,SG1,,,,,,Muss,
22,Referenz Nachrichtennummer,SG1,RFF,,,,,Muss,
23,Referenz Nachrichtennummer,SG1,RFF,1153,ON,,Auftragsnummer(Einkauf),X,Auftragsnummer(Einkauf)
24,Referenz Nachrichtennummer,SG1,RFF,1154,,,Referenz Nachrichtennummer,X [518],
25,Prüfidentifikator,SG1,,,,,,Muss,
26,Prüfidentifikator,SG1,,,,,,Muss,
27,Prüfidentifikator,SG1,RFF,,,,,Muss,
28,Prüfidentifikator,SG1,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
29,Prüfidentifikator,SG1,RFF,1154,19001,,Bestellbestätigung,X,Bestellbestätigung
30,Einzelheiten zu einer Anpassung/Änderung,SG2,,,,,,Muss,
31,Einzelheiten zu einer Anpassung/Änderung,SG2,,,,,,Muss,
32,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,,,,,Muss,
33,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,4465,,,Code des Prüfschritts,X,
34,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,1082,G_0061,,Codeliste Gas Nr.G_0061,X [493],Codeliste Gas Nr.G_0061
35,MP-ID Absender,SG3,,,,,,Muss,
36,MP-ID Absender,SG3,,,,,,Muss,
37,MP-ID Absender,SG3,NAD,,,,,Muss,
38,MP-ID Absender,SG3,NAD,3035,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,Dokumenten-/Nachrichtenausstellerbzw. -absender
39,MP-ID Absender,SG3,NAD,3039,,,MP-ID,X,
40,MP-ID Absender,SG3,NAD,3055,9,,GS1,X,GS1
41,Ansprechpartner,SG6,,,,,,Muss,
42,Ansprechpartner,SG6,,,,,,Muss,
43,Ansprechpartner,SG6,CTA,,,,,Muss,
44,Ansprechpartner,SG6,CTA,3139,IC,,Informationskontakt,X,Informationskontakt
45,Ansprechpartner,SG6,CTA,3412,,,Kontakt,X [500],
46,Kommunikationsverbindung,SG6,,,,,,,
47,Kommunikationsverbindung,SG6,,,,,,Muss,
48,Kommunikationsverbindung,SG6,COM,,,,,Muss,
49,Kommunikationsverbindung,SG6,COM,3148,,,"Kommunikationsadresse,Identifikation",X,
50,Kommunikationsverbindung,SG6,COM,3155,EM,,Elektronische Post,X [1P0..1],Elektronische Post
51,MP-ID Empfänger,SG3,,,,,,Muss,
52,MP-ID Empfänger,SG3,,,,,,Muss,
53,MP-ID Empfänger,SG3,NAD,,,,,Muss,
54,MP-ID Empfänger,SG3,NAD,3035,MR,,Nachrichtenempfänger,X,Nachrichtenempfänger
55,MP-ID Empfänger,SG3,NAD,3039,,,MP-ID,X,
56,MP-ID Empfänger,SG3,NAD,3055,9,,GS1,X,GS1
57,Währungsangaben,SG8,,,,,,Muss,
58,Währungsangaben,SG8,,,,,,Muss,
59,Währungsangaben,SG8,CUX,,,,,Muss,
60,Währungsangaben,SG8,CUX,6347,2,,Referenzwährung,X,Referenzwährung
61,Währungsangaben,SG8,CUX,6345,EUR,,Euro,X,Euro
62,Währungsangaben,SG8,CUX,6343,9,,Auftragswährung,X,Auftragswährung
63,Positionsdaten,SG27,,,,,,Muss,
64,Positionsdaten,SG27,,,,,,Muss,
65,Positionsdaten,SG27,LIN,,,,,Muss,
66,Positionsdaten,SG27,LIN,1082,,,Positionsnummer,X [911],
67,Positionsdaten,SG27,LIN,7140,,,Artikelnummer,X [19] ∧ [501],
68,Positionsdaten,SG27,LIN,7143,Z01,,Artikelnummer,X,Artikelnummer
69,Menge,SG27,,,,,,,
70,Menge,SG27,,,,,,Muss,
71,Menge,SG27,QTY,,,,,Muss,
72,Menge,SG27,QTY,6063,145,,Istbestand,X,Istbestand
73,Menge,SG27,QTY,6060,,,Menge,X [908],
74,Menge,SG27,QTY,6411,H87,,Stück,X,Stück
75,Positionsnettobetrag,SG27,,,,,,,
76,Positionsnettobetrag,SG27,,,,,,Muss,
77,Positionsnettobetrag,SG27,MOA,,,,,Muss,
78,Positionsnettobetrag,SG27,MOA,5025,203,,Positionsbetrag (ohneUSt.),X,Positionsbetrag (ohneUSt.)
79,Positionsnettobetrag,SG27,MOA,5004,,,Geldbetrag,X [930],
80,Allgemeine Information (Feld für allgemeine Hinweise),SG27,,,,,,,
81,Allgemeine Information (Feld für allgemeine Hinweise),SG27,,,,,,Kann,
82,Allgemeine Information (Feld für allgemeine Hinweise),SG27,FTX,,,,,Kann,
83,Allgemeine Information (Feld für allgemeine Hinweise),SG27,FTX,4451,ACB,,ZusätzlicheInformationen (fürallgemeine Hinweise),X,ZusätzlicheInformationen (fürallgemeine Hinweise)
84,Allgemeine Information (Feld für allgemeine Hinweise),SG27,FTX,4440,,,Freier Text,X,
85,Preisangaben,SG31,,,,,,Muss,
86,Preisangaben,SG31,,,,,,Muss,
87,Preisangaben,SG31,PRI,,,,,Muss,
88,Preisangaben,SG31,PRI,5125,CAL,,Berechnungspreis,X,Berechnungspreis
89,Preisangaben,SG31,PRI,5118,,,"Preis, Betrag",X [912],
90,Gerätenummer,SG32,,,,,,Soll [6],
91,Gerätenummer,SG32,,,,,,Soll [6],
92,Gerätenummer,SG32,RFF,,,,,Muss,
93,Gerätenummer,SG32,RFF,1153,Z09,,Gerätenummer,X,Gerätenummer
94,Gerätenummer,SG32,RFF,1154,,,Gerätenummer,X,
95,Positionsnummer der Bestellung,SG32,,,,,,Muss,
96,Positionsnummer der Bestellung,SG32,,,,,,Muss,
97,Positionsnummer der Bestellung,SG32,RFF,,,,,Muss,
98,Positionsnummer der Bestellung,SG32,RFF,1153,Z06,,Positionsnummer derBestellung,X,Positionsnummer derBestellung
99,Positionsnummer der Bestellung,SG32,RFF,1154,,,Positionsnummer,X [502],
100,Abschnitts-Kontrollsegment,,,,,,,Muss,
101,Abschnitts-Kontrollsegment,,UNS,0081,S,,Trennung von Positions-und Summenteil,X,Trennung von Positions-und Summenteil
102,Summenbetrag (netto),,,,,,,Muss,
103,Summenbetrag (netto),,MOA,5025,24,,Summe derGesamtkosten,X,Summe derGesamtkosten
104,Summenbetrag (netto),,MOA,5004,,,Geldbetrag,X [930] [528],
105,Nachrichten-Endesegment,,,,,,,Muss,
106,Nachrichten-Endesegment,,UNT,0074,,,Anzahl der Segmente in einerNachricht,X,
107,Nachrichten-Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
