,Segmentname,Segmentgruppe,Segment,Datenelement,Segment ID,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,UNH,,00001,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,00001,UTILTS,,Netznutzungszeiten- Nachricht,X,
3,Nachrichten-Kopfsegment,,UNH,0052,00001,D,,Entwurfs-Version,X,
4,Nachrichten-Kopfsegment,,UNH,0054,00001,18A,,Ausgabe 2018 - A,X,
5,Nachrichten-Kopfsegment,,UNH,0051,00001,UN,,UN/CEFACT,X,
6,Nachrichten-Kopfsegment,,UNH,0057,00001,1.1d,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
7,Beginn der Nachricht,,BGM,,00002,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,00002,Z36,,Berechnungsformel,X,
9,Beginn der Nachricht,,BGM,1004,00002,,,Dokumentennummer,X,
10,Nachrichtendatum,,DTM,,00003,,,,Muss,
11,Nachrichtendatum,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,
12,Nachrichtendatum,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931][494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.  
[931] Format: ZZZ = +00"
13,Nachrichtendatum,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,
14,MP-ID Absender,SG2,,,,,,,Muss,
15,MP-ID Absender,SG2,NAD,,00004,,,,Muss,
16,MP-ID Absender,SG2,NAD,3035,00004,MS,,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,
17,MP-ID Absender,SG2,NAD,3039,00004,,,MP-ID,X [1],[1] Nur MP-ID aus Sparte Strom
18,MP-ID Absender,SG2,NAD,3055,00004,9,,GS1,X,
19,MP-ID Absender,SG2,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
20,Ansprechpartner,SG3,,,,,,,Muss [2] Kann,"[2] Wenn SG5 STS+Z23+Z34 (Berechnungsformel muss beim Absender angefragt werden) in einem SG5 IDE vorhanden  
[61] Wenn in einem STS+E01 im DE9013 (Status der Antwort) ein Antwortcode aus dem Cluster Ablehnung"
21,Ansprechpartner,SG3,CTA,,00005,,,,Muss,
22,Ansprechpartner,SG3,CTA,3139,00005,IC,,Informationskontakt,X,
23,Ansprechpartner,SG3,CTA,3412,00005,,,Name vom Ansprechpartner,X,
24,Kommunikationsverbindung,SG3,COM,,00006,,,,Muss,
25,Kommunikationsverbindung,SG3,COM,3148,00006,,,Nummer / Adresse,X (([939][53]) ∨ ([940][54])) ∧ [530],"[53] Wenn im DE3155 in demselben COM der Code EM vorhanden ist  
[54] Wenn im DE3155 in demselben COM der Code TE / FX / AJ / AL vorhanden ist  
[530] Hinweis: Es darf nur eine Information im DE3148 übermittelt werden  
[939] Format: Die Zeichenkette muss die Zeichen @ und . enthalten  
[940] Format: Die Zeichenkette muss mit dem Zeichen + beginnen und danach dürfen nur noch Ziffern folgen"
26,Kommunikationsverbindung,SG3,COM,3155,00006,EM,,Elektronische Post,X [1P0..1],
27,Kommunikationsverbindung,SG3,COM,3155,,FX,,Telefax,X [1P0..1],
28,Kommunikationsverbindung,SG3,COM,3155,,TE,,Telefon,X [1P0..1],
29,Kommunikationsverbindung,SG3,COM,3155,,AJ,,weiteres Telefon,X [1P0..1],
30,Kommunikationsverbindung,SG3,COM,3155,,AL,,Handy,X [1P0..1],
31,MP-ID Empfänger,SG2,,,,,,,Muss,
32,MP-ID Empfänger,SG2,NAD,,00007,,,,Muss,
33,MP-ID Empfänger,SG2,NAD,3035,00007,MR,,Nachrichtenempfänger,X,
34,MP-ID Empfänger,SG2,NAD,3039,00007,,,MP-ID,X [1],[1] Nur MP-ID aus Sparte Strom
35,MP-ID Empfänger,SG2,NAD,3055,00007,9,,GS1,X,
36,MP-ID Empfänger,SG2,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
37,Vorgang,SG5,,,,,,,Muss,
38,Vorgang,SG5,IDE,,00008,,,,Muss,
39,Vorgang,SG5,IDE,7495,00008,24,,Transaktion,X,
40,Vorgang,SG5,IDE,7402,00008,,,Vorgangsnummer,X,
41,Meldepunkt,SG5,LOC,,00009,,,,Muss,
42,Meldepunkt,SG5,LOC,3227,00009,172,,Meldepunkt,X,
43,Meldepunkt,SG5,LOC,3225,00009,,,Identifikator,X [950] [501] ⊻ [960] [529],"[501] Hinweis: Verwendung der ID der Marktlokation  
[529] Hinweis: Verwendung der ID der Netzlokation  
[950] Format: Marktlokations-ID  
[960] Format: Netzlokations- ID"
