,Segmentname,Segmentgruppe,Segment,Datenelement,Segment ID,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,UNH,,00001,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,00001,Angebot,,QUOTE S,X,
3,Nachrichten-Kopfsegment,,UNH,0052,00001,D,,Entwurfs-Version,X,
4,Nachrichten-Kopfsegment,,UNH,0054,00001,10A,,Ausgabe 2010 - A,X,
5,Nachrichten-Kopfsegment,,UNH,0051,00001,UN,,UN/CEFACT,X,
6,Nachrichten-Kopfsegment,,UNH,0057,00001,1.3,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
7,Beginn der Nachricht,,BGM,,00002,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,00002,Z57,,Übermittlung von Werten an ESA,X,
9,Beginn der Nachricht,,BGM,1004,00002,,,Dokumentennummer,X,
10,Nachrichtendatum,,DTM,,00003,,,,Muss,
11,Nachrichtendatum,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,
12,Nachrichtendatum,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt. 
[931] Format: ZZZ = +00"
13,Nachrichtendatum,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,
14,Beginn zum (nächstmöglichen Termin),,DTM,,00006,,,,Muss,
15,Beginn zum (nächstmöglichen Termin),,DTM,2005,00006,469,,"Startdatum oder - zeitpunkt, frühestes/r",X,
16,Beginn zum (nächstmöglichen Termin),,DTM,2380,00006,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],
17,Beginn zum (nächstmöglichen Termin),,DTM,2379,00006,303,,CCYYMMDDHHMMZZZ,X,
18,Erforderliche Zeitspanne zur Einrichtung der Übermittlung von Werten ab Bestellung,,DTM,,00007,,,,Kann,
19,Erforderliche Zeitspanne zur Einrichtung der Übermittlung von Werten ab Bestellung,,DTM,2005,00007,279,,Vom Bestelleingangsdatum bis Lieferdatum,X,
20,Erforderliche Zeitspanne zur Einrichtung der Übermittlung von Werten ab Bestellung,,DTM,2380,00007,,,Zeitraum,X [908],[908] Format: Mögliche Werte: 1 bis n
21,Erforderliche Zeitspanne zur Einrichtung der Übermittlung von Werten ab Bestellung,,DTM,2379,00007,802,,Monat,X,
22,Erforderliche Zeitspanne zur Einrichtung der Übermittlung von Werten ab Bestellung,,DTM,2379,,803,,Woche,X,
23,Erforderliche Zeitspanne zur Einrichtung der Übermittlung von Werten ab Bestellung,,DTM,2379,,804,,Tag,X,
24,Gültigkeitsdauer (Bindungsfrist des Angebots),,DTM,,00008,,,,Muss,
25,Gültigkeitsdauer (Bindungsfrist des Angebots),,DTM,2005,00008,273,,Gültigkeitszeitspanne,X,
26,Gültigkeitsdauer (Bindungsfrist des Angebots),,DTM,2380,00008,,,Zeitraum,X [908],[908] Format: Mögliche Werte: 1 bis n
27,Gültigkeitsdauer (Bindungsfrist des Angebots),,DTM,2379,00008,802,,Monat,X,
28,Gültigkeitsdauer (Bindungsfrist des Angebots),,DTM,2379,,803,,Woche,X,
29,Gültigkeitsdauer (Bindungsfrist des Angebots),,DTM,2379,,804,,Tag,X,
30,Allgemeine Information (Feld für allgemeine Hinweise),,FTX,,00010,,,,Kann,
31,Allgemeine Information (Feld für allgemeine Hinweise),,FTX,4451,00010,(für allgemeine Hinweise),,,ACB,
32,Allgemeine Information (Feld für allgemeine Hinweise),,FTX,4440,00010,,,Freier Text,X,
33,Nachrichtennummer der Anfrage,SG1,,,,,,,Muss,
34,Nachrichtennummer der Anfrage,SG1,RFF,,00011,,,,Muss,
35,Nachrichtennummer der Anfrage,SG1,RFF,1153,00011,AAV,,Nummer der Anfrage,X,
36,Nachrichtennummer der Anfrage,SG1,RFF,1154,00011,,,Nachrichtennummer,X,
37,Prüfidentifikator,SG1,,,,,,,Muss,
38,Prüfidentifikator,SG1,RFF,,00012,,,,Muss,
39,Prüfidentifikator,SG1,RFF,1153,00012,Z13,,Prüfidentifikator,X,
40,Prüfidentifikator,SG1,RFF,1154,00012,15003,,Angebot zur Anfrage von Werten für ESA,X,
41,Währungsangaben,SG4,,,,,,,Muss,
42,Währungsangaben,SG4,CUX,,00013,,,,Muss,
43,Währungsangaben,SG4,CUX,6347,00013,2,,Referenzwährung,X,
44,Währungsangaben,SG4,CUX,6345,00013,EUR,,Euro,X,
45,Währungsangaben,SG4,CUX,6343,00013,4,,Währung der Rechnung,X,
46,MP-ID Absender,SG11,,,,,,,Muss,
47,MP-ID Absender,SG11,NAD,,00014,,,,Muss,
48,MP-ID Absender,SG11,NAD,3035,00014,Nachrichtenaussteller bzw. -absender,,,MS,
